Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado por agregado fiscal (NUTS III=100);;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;Taxa de crescimento anual médio do rendimento bruto declarado deduzido do IRS liquidado por agregado fiscal (2020 - 2022);Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2021);;;Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2022);;;;;;;;;;
1806;Município;Mangualde;9 025;165 126;149 166;18 297;5 527;8 547;9 551;9 968;11 551;13 679;16 739;20 604;22 794;25 637;34 799;101;102;101;98;91;5 450;8 509;9 508;9 927;11 076;12 980;15 773;19 405;21 183;23 331;30 554;36,1;36,1;2,7;5,6;4,5;3,2;4,6;6,3;4,8;4,4;1,5;;;;;;;;
1809;Município;Nelas;6 565;121 581;109 624;18 520;5 754;8 390;9 299;9 896;11 296;13 412;16 491;20 614;22 927;25 821;35 932;105;99;99;99;94;5 712;8 363;9 267;9 870;10 932;12 779;15 573;19 399;21 515;23 857;31 395;37,5;36,8;2,9;5,5;4,6;5,3;4,0;5,4;3,0;5,2;4,4;;;;;;;;
1810;Município;Oliveira de Frades;4 922;83 764;76 656;17 018;5 578;8 400;9 307;9 870;11 103;12 890;15 200;18 977;21 053;23 610;33 018;102;99;95;91;86;5 526;8 341;9 234;9 870;10 653;12 281;14 347;17 921;19 862;21 990;29 371;35,4;34,9;2,6;5,3;6,0;1,2;4,6;4,2;4,8;7,5;5,4;;;;;;;;
1811;Município;Penalva do Castelo;3 298;53 866;49 559;16 333;5 179;7 724;8 803;9 642;10 604;12 291;14 884;18 515;20 556;22 703;30 477;95;94;91;88;80;5 179;7 689;8 766;9 625;10 412;11 826;14 213;17 468;19 501;21 408;27 613;35,6;35,3;2,8;5,3;6,0;6,1;5,5;6,8;5,4;6,5;6,6;;;;;;;;
1814;Município;Santa Comba Dão;5 318;93 333;84 751;17 550;5 578;8 412;9 342;9 870;11 040;12 811;15 285;19 160;21 519;24 336;33 424;102;100;95;93;87;5 569;8 384;9 304;9 870;10 651;12 216;14 565;18 033;20 126;22 501;29 640;35,9;36,0;2,7;5,3;4,3;3,6;3,9;4,4;5,5;4,7;5,4;;;;;;;;
1816;Município;São Pedro do Sul;7 371;123 441;112 394;16 747;5 153;7 664;8 754;9 539;10 481;12 082;14 491;18 079;20 312;22 857;32 850;94;93;89;87;86;5 102;7 602;8 707;9 499;10 256;11 581;13 774;17 147;19 381;21 448;28 943;37,5;37,0;2,8;5,7;4,9;1,9;2,9;2,2;6,7;6,9;7,8;;;;;;;;
1817;Município;Sátão;5 301;89 017;81 040;16 792;4 746;7 295;8 536;9 494;10 603;12 402;15 003;18 908;20 924;23 357;32 345;87;91;92;90;84;4 670;7 270;8 461;9 451;10 372;11 910;14 317;17 662;19 749;21 918;28 913;37,6;37,3;3,0;6,2;6,0;4,9;4,3;5,1;5,3;7,7;4,8;;;;;;;;
1821;Município;Tondela;12 855;231 058;209 030;17 974;5 795;8 565;9 494;9 989;11 538;13 472;15 939;19 740;22 012;24 813;34 100;106;101;99;95;89;5 737;8 525;9 447;9 938;11 082;12 763;15 022;18 496;20 680;22 896;29 940;36,0;35,8;2,7;5,2;5,0;3,4;4,1;5,2;4,5;5,9;4,0;;;;;;;;
1822;Município;Vila Nova de Paiva;2 024;33 156;30 092;16 382;4 390;7 271;8 460;9 148;10 250;11 933;14 283;18 181;20 306;22 717;32 234;80;90;88;87;84;4 338;7 265;8 370;9 124;10 070;11 386;13 649;17 107;19 410;21 105;28 698;37,4;37,4;2,9;6,6;4,5;4,7;3,0;2,7;4,9;6,1;7,1;;;;;;;;
1823;Município;Viseu;49 874;1 098 683;958 555;22 029;5 683;8 822;9 779;10 346;12 335;15 035;19 034;23 964;27 406;31 515;45 983;104;104;111;118;120;5 631;8 754;9 741;10 182;11 742;14 231;17 793;22 101;24 651;27 842;38 284;40,5;39,9;3,2;6,8;4,6;4,4;3,7;3,5;5,0;5,5;3,4;;;;;;;;
1824;Município;Vouzela;4 603;77 993;71 367;16 944;5 710;8 460;9 285;9 870;10 945;12 690;15 084;19 110;21 256;23 568;31 516;104;99;94;91;82;5 704;8 426;9 244;9 870;10 581;12 164;14 462;18 090;20 134;22 149;28 314;35,0;34,7;2,6;5,0;5,7;2,7;4,6;3,1;5,3;6,8;6,8;;;;;;;;
195;NUTS 3;   Beira Baixa;51 637;962 932;862 315;18 648;5 636;8 355;9 267;9 870;11 228;13 274;16 258;20 342;22 718;25 944;37 347;100;100;100;100;100;5 592;8 314;9 211;9 870;10 803;12 609;15 288;19 058;21 171;23 537;32 175;37,8;37,5;2,8;5,8;4,2;3,3;2,9;2,9;4,1;5,4;4,9;;;;;;;;
0502;Município;Castelo Branco;28 407;585 078;517 134;20 596;5 923;8 826;9 740;10 276;12 083;14 540;18 069;22 584;25 560;29 241;41 961;105;105;110;113;112;5 879;8 771;9 708;10 141;11 526;13 703;16 854;20 982;23 227;26 056;35 731;38,5;38,2;3,0;6,1;3,8;4,1;2,9;2,0;4,4;4,8;3,3;;;;;;;;
0505;Município;Idanha-a-Nova;4 345;68 506;62 653;15 767;4 971;7 619;8 595;9 459;10 398;11 770;13 818;17 263;19 418;21 801;29 323;88;93;89;85;79;4 938;7 554;8 548;9 433;10 177;11 298;13 117;16 199;18 156;20 366;26 374;34,3;35,3;2,7;5,3;4,5;3,0;4,0;2,5;3,1;5,0;6,8;;;;;;;;
0506;Município;Oleiros;2 429;39 242;35 966;16 156;5 478;7 707;8 537;9 165;10 253;11 770;13 686;17 097;19 148;21 800;31 601;97;92;89;84;85;5 468;7 675;8 498;9 127;10 133;11 286;13 136;16 237;18 062;20 241;27 998;36,4;36,4;2,6;5,1;5,4;5,6;4,2;5,6;5,6;6,5;6,4;;;;;;;;
0507;Município;Penamacor;2 230;35 471;32 446;15 906;5 631;8 112;8 887;9 705;10 583;12 031;14 180;17 478;19 588;21 986;29 502;100;96;91;86;79;5 600;8 046;8 844;9 672;10 346;11 600;13 551;16 456;18 238;20 519;26 199;34,7;34,1;2,6;4,7;4,2;3,2;2,5;2,1;4,5;6,0;7,5;;;;;;;;
0508;Município;Proença-a-Nova;3 549;60 469;54 825;17 038;5 524;7 933;8 718;9 565;10 602;12 528;15 177;19 154;21 308;23 968;34 016;98;94;94;94;91;5 480;7 923;8 702;9 487;10 369;11 888;14 321;17 890;20 115;21 961;29 605;36,7;36,0;2,8;5,4;4,7;1,9;2,6;2,4;6,9;6,9;7,6;;;;;;;;
0511;Município;Vila Velha de Ródão;1 746;31 064;28 116;17 792;6 388;8 884;9 669;10 063;11 614;13 844;16 610;19 905;21 905;24 490;33 484;113;104;104;96;90;6 387;8 866;9 663;9 990;11 225;13 047;15 400;18 469;20 426;22 748;28 918;33,2;33,6;2,6;4,5;4,0;3,1;2,0;1,3;4,8;6,0;5,5;;;;;;;;
0509;Município;Sertã;7 273;116 465;106 559;16 013;5 103;7 381;8 436;9 194;10 191;11 681;13 919;17 494;19 556;21 849;30 700;91;91;88;86;82;5 053;7 337;8 340;9 154;10 088;11 268;13 248;16 471;18 530;20 614;27 665;36,7;36,5;2,8;5,5;5,1;5,9;4,6;3,6;4,4;5,5;7,4;;;;;;;;
0510;Município;Vila de Rei;1 658;26 636;24 616;16 065;5 794;8 187;8 966;9 736;10 535;12 355;15 150;18 069;20 240;22 147;29 491;103;97;93;89;79;5 755;8 147;8 941;9 736;10 301;11 964;14 486;16 905;19 071;20 827;26 750;33,7;33,7;2,6;4,6;4,2;3,7;3,0;2,7;4,0;5,6;5,3;;;;;;;;
196;NUTS 3;   Beiras e Serra da Estrela;107 222;1 952 614;1 755 583;18 211;5 520;8 257;9 168;9 837;11 061;13 004;15 785;19 717;21 937;24 982;36 233;100;100;100;100;100;5 478;8 197;9 121;9 803;10 683;12 423;14 957;18 559;20 584;22 941;31 359;37,8;37,4;2,8;5,7;5,0;3,6;3,6;4,1;5,1;6,5;5,9;;;;;;;;
0902;Município;Almeida;3 102;53 881;48 810;17 370;5 290;7 860;9 058;9 830;11 187;13 398;16 390;20 218;22 090;24 675;33 921;96;99;103;101;94;5 268;7 688;8 956;9 788;10 782;12 705;15 495;18 775;20 471;22 358;29 634;35,8;35,6;2,9;5,6;4,4;4,2;3,1;2,3;4,3;5,8;6,3;;;;;;;;
0501;Município;Belmonte;3 052;50 547;46 382;16 562;5 561;8 352;9 206;9 798;10 769;12 482;14 808;18 401;20 173;22 309;31 909;101;100;96;92;88;5 504;8 329;9 185;9 772;10 437;11 841;14 223;17 273;19 152;20 835;28 251;35,5;34,8;2,5;5,1;5,0;7,0;4,5;4,4;4,5;5,6;5,9;;;;;;;;
0903;Município;Celorico da Beira;3 121;52 650;48 141;16 870;5 372;7 880;8 964;9 746;10 829;12 646;15 429;19 082;20 891;23 122;32 280;97;98;97;95;89;5 363;7 829;8 916;9 712;10 567;12 073;14 528;17 962;19 926;21 601;28 930;36,1;35,6;2,8;5,4;5,5;4,7;3,5;4,9;5,6;7,6;6,6;;;;;;;;
0503;Município;Covilhã;25 225;473 854;422 647;18 785;5 799;8 522;9 387;9 870;11 182;13 130;15 760;19 651;22 041;25 215;37 444;105;102;101;100;103;5 764;8 491;9 364;9 870;10 748;12 511;14 979;18 512;20 655;23 099;32 320;38,0;37,9;2,7;5,6;4,7;2,8;3,0;3,8;4,7;6,3;6,6;;;;;;;;
0904;Município;Figueira de Castelo Rodrigo;2 580;40 970;37 575;15 880;4 856;7 130;7 971;8 718;9 944;11 386;13 567;17 317;19 396;21 979;32 268;88;87;88;88;89;4 794;7 119;7 945;8 625;9 914;11 068;13 047;16 563;18 323;20 499;28 501;38,2;37,4;2,9;5,9;5,2;4,4;3,9;3,5;7,3;6,6;8,1;;;;;;;;
0905;Município;Fornos de Algodres;1 959;31 462;28 725;16 060;5 053;7 618;8 613;9 472;10 410;11 960;14 350;18 220;20 013;22 021;30 213;92;94;92;91;83;5 006;7 535;8 562;9 416;10 192;11 560;13 601;17 056;19 265;20 876;26 555;35,6;35,5;2,8;5,3;4,7;3,7;0,7;6,0;6,1;8,9;9,1;;;;;;;;
0504;Município;Fundão;13 740;242 907;219 176;17 679;5 284;8 085;9 071;9 756;10 963;12 965;15 634;19 400;21 654;24 749;34 697;96;99;100;99;96;5 277;8 020;9 012;9 733;10 599;12 336;14 743;18 181;20 373;22 779;30 144;36,9;36,8;2,8;5,7;5,6;4,0;3,8;4,9;5,0;7,4;7,1;;;;;;;;
0906;Município;Gouveia;5 968;98 702;90 032;16 539;5 284;7 837;8 768;9 587;10 533;12 058;14 312;17 990;20 014;22 340;32 043;96;96;93;91;88;5 284;7 819;8 756;9 549;10 314;11 587;13 762;16 933;19 031;21 199;28 295;36,9;36,0;2,7;5,4;5,0;6,8;4,0;6,0;6,6;6,1;5,5;;;;;;;;
0907;Município;Guarda;20 231;438 938;386 001;21 696;6 070;8 964;9 864;10 480;12 534;15 338;19 173;23 668;27 064;31 457;44 874;110;108;118;123;124;6 019;8 905;9 824;10 242;11 913;14 445;17 828;21 955;24 402;27 866;37 913;39,4;38,8;3,1;6,3;4,4;3,8;3,1;2,6;5,5;5,6;3,3;;;;;;;;
0908;Município;Manteigas;1 561;25 432;23 378;16 292;5 778;8 541;9 254;9 870;10 768;12 143;13 968;17 059;19 433;22 001;30 768;105;101;93;89;85;5 731;8 533;9 222;9 870;10 481;11 670;13 557;16 252;18 540;20 660;27 769;34,1;34,2;2,4;4,8;5,3;0,7;2,2;6,2;8,2;8,4;11,2;;;;;;;;
0909;Município;Mêda;2 192;34 451;31 540;15 717;4 800;7 330;8 246;9 018;10 091;11 706;14 049;17 363;19 695;21 679;30 571;87;90;90;90;84;4 746;7 277;8 189;8 950;10 000;11 234;13 418;16 526;18 741;20 663;26 954;36,6;36,0;2,8;5,7;3,7;1,2;0,9;2,4;6,2;6,7;8,2;;;;;;;;
0910;Município;Pinhel;4 198;67 812;61 933;16 153;5 168;7 453;8 409;9 103;10 260;11 778;14 130;18 213;20 156;22 562;31 538;94;92;91;92;87;5 132;7 403;8 356;9 069;10 094;11 376;13 429;17 042;19 074;20 988;27 961;36,2;36,0;2,8;5,4;4,5;2,9;4,1;4,5;7,5;4,9;6,9;;;;;;;;
0911;Município;Sabugal;5 168;83 959;76 667;16 246;4 581;7 715;8 704;9 643;10 763;12 420;14 590;18 101;20 047;22 191;31 613;83;95;96;91;87;4 496;7 648;8 624;9 587;10 445;11 804;13 840;16 825;18 854;20 749;28 088;36,4;36,1;2,7;6,2;4,5;3,3;3,8;2,5;6,4;5,3;7,0;;;;;;;;
0912;Município;Seia;11 165;190 824;174 274;17 091;5 804;8 329;9 149;9 752;10 859;12 468;14 835;18 488;20 640;23 201;33 229;105;100;96;94;92;5 776;8 307;9 098;9 736;10 549;11 989;14 161;17 517;19 703;21 960;29 228;36,0;35,7;2,6;5,1;5,3;4,1;3,4;4,2;5,6;7,2;5,9;;;;;;;;
0913;Município;Trancoso;3 960;66 226;60 300;16 724;5 284;7 795;8 661;9 452;10 314;11 952;14 290;18 306;20 238;22 936;32 337;96;94;92;92;89;5 277;7 744;8 617;9 395;10 132;11 495;13 590;17 240;19 433;21 280;28 653;38,5;37,0;2,7;5,4;5,9;5,4;4,5;5,1;7,2;7,2;6,3;;;;;;;;
1D;NUTS 2;Oeste e Vale do Tejo;439 971;8 408 326;7 480 605;19 111;5 402;8 348;9 269;9 870;11 396;13 545;16 509;20 645;23 223;26 760;38 376;;;;;;5 361;8 298;9 214;9 870;10 934;12 819;15 489;19 270;21 510;24 210;33 087;38,6;38,3;2,9;6,2;4,6;4,1;3,8;4,0;4,2;5,4;4,2;;;;;;;;
1D1;NUTS 3;Oeste;198 937;3 819 270;3 386 690;19 198;5 284;8 220;9 188;9 870;11 274;13 426;16 453;20 612;23 213;26 781;38 572;100;100;100;100;100;5 252;8 150;9 125;9 828;10 831;12 714;15 420;19 246;21 491;24 206;33 218;39,1;38,8;3,0;6,3;4,9;4,0;4,2;4,4;4,5;5,6;4,5;;;;;;;;
1001;Município;Alcobaça;29 760;546 869;492 240;18 376;5 820;8 604;9 514;9 942;11 473;13 540;16 252;20 000;22 370;25 322;35 537;110;104;101;96;92;5 777;8 554;9 456;9 906;10 998;12 790;15 298;18 807;20 863;23 236;31 071;36,4;36,2;2,7;5,4;5,4;3,9;3,9;4,2;5,3;6,9;5,6;;;;;;;;
1101;Município;Alenquer;24 033;473 060;420 963;19 684;5 555;8 593;9 625;10 138;12 006;14 347;17 550;21 652;24 368;27 931;39 350;105;105;107;105;102;5 534;8 541;9 586;10 041;11 444;13 479;16 357;20 117;22 336;25 254;33 817;37,9;37,7;3,0;6,1;4,4;4,2;3,9;3,4;4,0;4,8;3,0;;;;;;;;
1102;Município;Arruda dos Vinhos;7 484;180 723;155 220;24 148;6 388;9 311;9 929;10 994;13 243;16 138;20 134;25 447;29 409;34 315;50 896;121;108;120;127;132;6 363;9 220;9 882;10 556;12 576;15 091;18 441;23 035;26 226;29 809;42 245;40,9;40,7;3,2;6,6;4,7;3,4;3,4;2,7;5,3;6,1;5,2;;;;;;;;
1005;Município;Bombarral;6 782;122 089;108 951;18 002;4 850;7 676;8 679;9 588;10 753;12 671;15 283;19 477;21 987;25 022;36 063;92;94;94;95;93;4 809;7 600;8 620;9 549;10 427;12 088;14 506;18 051;20 326;22 849;31 371;38,4;38,7;3,0;6,5;5,2;4,3;4,1;5,0;4,4;6,2;6,5;;;;;;;;
1104;Município;Cadaval;6 971;124 513;112 083;17 862;5 240;7 935;8 814;9 622;10 879;12 947;15 758;19 879;22 218;25 304;34 998;99;96;96;96;91;5 214;7 869;8 772;9 578;10 540;12 372;14 849;18 511;20 564;23 056;30 588;38,2;37,4;2,9;5,9;5,6;5,3;4,8;5,6;5,3;6,5;5,7;;;;;;;;
1006;Município;Caldas da Rainha;28 801;551 588;486 267;19 152;4 879;7 905;8 888;9 709;11 024;13 128;15 986;20 232;22 968;26 546;39 064;92;97;98;99;101;4 844;7 810;8 822;9 698;10 632;12 458;15 023;18 824;21 135;23 903;33 064;40,6;40,0;3,1;6,8;4,9;4,0;4,5;3,8;5,6;5,3;4,3;;;;;;;;
1108;Município;Lourinhã;14 245;265 021;235 319;18 604;4 859;7 726;8 751;9 664;10 855;12 830;15 890;19 948;22 571;26 284;37 713;92;95;96;97;98;4 807;7 676;8 681;9 607;10 523;12 208;14 930;18 617;20 965;23 635;32 551;39,1;39,4;3,1;6,8;4,5;3,9;3,7;5,6;4,7;5,3;5,3;;;;;;;;
1011;Município;Nazaré;8 327;145 739;130 783;17 502;4 567;7 449;8 610;9 577;10 864;12 784;15 368;19 039;21 339;24 195;34 477;86;94;95;92;89;4 487;7 341;8 546;9 493;10 498;12 152;14 481;17 842;19 905;22 281;30 053;38,1;38,3;3,0;6,7;5,2;4,8;5,1;5,2;4,4;5,3;5,5;;;;;;;;
1012;Município;Óbidos;6 513;124 370;110 399;19 096;4 996;7 889;8 939;9 714;11 047;13 300;16 245;20 726;23 218;26 647;39 377;95;97;99;100;102;4 935;7 825;8 858;9 674;10 624;12 624;15 277;19 386;21 462;24 107;33 696;40,7;39,7;3,1;6,8;6,3;5,5;5,8;5,4;5,2;6,7;6,2;;;;;;;;
1014;Município;Peniche;14 384;263 705;236 170;18 333;5 166;8 040;9 040;9 754;11 097;13 101;16 002;19 938;22 480;25 629;36 530;98;98;98;97;95;5 125;7 959;8 982;9 724;10 634;12 458;15 103;18 820;20 883;23 230;31 830;37,9;37,9;2,9;6,2;4,9;2,7;4,4;4,6;4,5;5,4;5,0;;;;;;;;
1112;Município;Sobral de Monte Agraço;5 631;113 163;99 885;20 097;5 318;8 365;9 364;9 870;11 453;13 821;17 384;21 653;24 730;28 651;41 466;101;102;103;107;108;5 284;8 331;9 322;9 870;11 000;12 993;16 281;20 206;22 646;25 920;35 480;39,9;39,6;3,1;6,7;4,4;5,8;5,4;3,9;2,9;3,4;3,7;;;;;;;;
1113;Município;Torres Vedras;46 006;908 429;798 409;19 746;5 284;8 225;9 191;9 843;11 119;13 245;16 451;20 880;23 670;27 654;40 337;100;100;99;102;105;5 243;8 147;9 120;9 801;10 694;12 560;15 395;19 473;21 818;24 773;34 447;40,0;39,8;3,0;6,6;4,5;4,5;3,9;4,4;3,9;5,1;3,3;;;;;;;;
1D2;NUTS 3;   Médio Tejo;112 327;2 132 644;1 907 004;18 986;5 746;8 553;9 476;9 964;11 576;13 715;16 684;20 783;23 267;26 728;38 162;100;100;100;100;100;5 701;8 517;9 428;9 924;11 083;12 956;15 648;19 398;21 590;24 216;32 941;37,7;37,2;2,8;5,8;4,3;3,6;3,4;3,3;4,8;5,3;4,3;;;;;;;;
1401;Município;Abrantes;18 192;341 179;305 384;18 754;5 942;8 609;9 429;9 939;11 447;13 484;16 113;20 138;22 720;26 071;37 611;103;99;98;98;99;5 900;8 566;9 390;9 904;10 990;12 776;15 241;18 839;21 136;23 787;32 263;37,7;37,0;2,8;5,5;4,2;3,7;3,1;4,6;5,2;5,3;3,1;;;;;;;;
1402;Município;Alcanena;6 980;117 750;107 202;16 870;5 684;8 415;9 178;9 796;10 948;12 707;15 054;18 435;20 543;22 771;31 921;99;97;93;88;84;5 651;8 390;9 140;9 776;10 505;12 058;14 363;17 295;19 393;21 431;28 416;35,4;34,9;2,6;5,0;4,8;4,6;3,3;3,6;4,5;6,4;6,3;;;;;;;;
1408;Município;Constância;1 993;39 865;35 779;20 002;6 645;9 278;9 941;10 508;12 374;14 893;18 613;22 632;25 536;28 936;39 194;116;105;109;110;103;6 576;9 270;9 932;10 302;11 801;14 075;17 508;21 104;22 963;25 643;34 572;36,4;35,6;2,8;5,3;5,4;4,0;4,5;4,0;6,0;6,4;3,0;;;;;;;;
1410;Município;Entroncamento;10 713;239 814;209 700;22 385;5 566;9 064;9 870;10 760;13 169;16 468;20 556;25 958;29 308;33 490;46 321;97;104;120;126;121;5 543;9 047;9 870;10 428;12 466;15 304;18 933;23 307;25 920;29 134;38 888;38,0;38,7;3,2;7,0;1,7;1,1;1,0;1,3;4,8;2,5;2,7;;;;;;;;
1411;Município;Ferreira do Zêzere;3 990;65 136;60 059;16 325;5 712;8 102;8 857;9 660;10 836;12 490;14 988;18 387;20 267;22 630;30 007;99;93;91;87;79;5 687;8 066;8 831;9 613;10 508;11 989;14 361;17 293;19 359;21 477;27 301;34,7;34,4;2,7;4,8;5,6;6,3;4,0;3,3;5,6;7,2;8,1;;;;;;;;
1413;Município;Mação;3 303;55 973;51 030;16 946;6 172;8 645;9 301;9 775;10 802;12 632;14 872;18 315;20 330;22 850;32 623;107;98;92;87;85;6 092;8 610;9 213;9 752;10 486;12 038;14 193;17 284;19 209;21 388;28 627;34,9;34,5;2,5;4,7;4,9;2,9;2,3;2,9;4,2;7,7;5,2;;;;;;;;
1421;Município;Ourém;23 480;417 893;377 499;17 798;5 318;8 200;9 207;9 867;11 166;13 127;15 818;19 671;21 950;24 853;34 805;93;97;96;94;91;5 284;8 130;9 145;9 836;10 712;12 445;14 845;18 428;20 592;23 037;30 535;36,8;36,6;2,8;5,8;5,1;3,9;5,0;4,1;4,3;5,1;5,9;;;;;;;;
1417;Município;Sardoal;1 977;33 426;30 347;16 907;5 401;8 302;9 105;9 706;10 607;12 510;14 839;18 739;20 658;22 804;32 978;94;96;91;89;86;5 385;8 254;9 069;9 702;10 354;11 934;14 051;17 599;19 357;21 452;29 002;36,1;35,7;2,6;5,4;4,3;5,0;4,3;4,8;1,5;4,3;5,5;;;;;;;;
1418;Município;Tomar;19 540;371 530;329 607;19 014;5 284;8 241;9 161;9 868;11 318;13 441;16 358;20 399;23 013;26 637;39 419;92;97;98;99;103;5 284;8 167;9 107;9 821;10 873;12 730;15 358;18 981;21 294;24 029;33 572;39,1;38,4;2,9;6,4;4,5;3,8;3,1;2,8;5,5;6,0;5,5;;;;;;;;
1419;Município;Torres Novas;18 348;369 469;328 418;20 137;6 388;9 020;9 800;10 408;12 199;14 489;17 712;21 967;24 824;28 480;40 269;111;103;106;107;106;6 340;8 968;9 771;10 197;11 610;13 738;16 550;20 489;22 774;25 471;34 525;37,5;36,9;2,8;5,4;4,6;4,1;3,0;3,2;5,5;6,1;3,9;;;;;;;;
1420;Município;Vila Nova da Barquinha;3 811;80 608;71 980;21 151;6 941;9 706;10 269;11 160;13 192;16 026;19 635;24 163;27 191;31 459;42 271;121;108;117;117;111;6 908;9 706;10 126;10 751;12 420;14 960;18 185;22 030;24 670;27 857;36 421;36,1;35,6;2,9;5,3;4,0;1,8;1,7;3,8;7,5;6,4;2,9;;;;;;;;
1D3;NUTS 3;   Lezíria do Tejo;128 707;2 456 412;2 186 911;19 085;5 388;8 329;9 198;9 870;11 441;13 586;16 442;20 589;23 188;26 745;38 262;100;100;100;100;100;5 350;8 281;9 161;9 867;10 971;12 865;15 439;19 197;21 458;24 212;33 014;38,5;38,3;2,9;6,2;4,5;4,4;3,8;4,0;3,8;5,2;3,7;;;;;;;;
1403;Município;Almeirim;11 834;207 261;187 468;17 514;4 870;7 657;8 595;9 458;10 840;12 765;15 457;19 367;21 747;24 840;35 686;90;93;94;94;93;4 870;7 629;8 569;9 419;10 514;12 183;14 637;18 093;20 305;22 779;31 007;38,6;37,9;3,0;6,4;5,6;5,9;4,4;3,6;5,5;6,8;7,0;;;;;;;;
1404;Município;Alpiarça;3 815;66 860;60 627;17 525;5 038;7 655;8 603;9 411;10 818;12 700;15 245;19 052;21 560;24 401;35 677;94;94;93;93;93;5 004;7 606;8 595;9 366;10 492;12 023;14 560;18 071;20 223;22 727;30 889;38,1;37,9;3,0;6,2;4,6;6,4;4,5;4,8;4,3;4,8;7,8;;;;;;;;
1103;Município;Azambuja;11 355;213 329;191 592;18 787;5 643;8 539;9 541;10 102;11 867;13 909;16 759;20 781;23 392;26 426;37 026;105;104;102;101;97;5 633;8 505;9 479;10 005;11 287;13 112;15 664;19 339;21 495;24 332;32 396;37,2;36,8;2,9;5,8;4,0;4,6;3,4;4,2;3,5;4,7;2,6;;;;;;;;
1405;Município;Benavente;16 149;324 276;286 073;20 080;5 320;8 460;9 414;9 942;11 836;14 112;17 419;21 767;24 508;28 385;40 416;99;102;104;106;106;5 301;8 400;9 348;9 904;11 256;13 252;16 268;20 177;22 568;25 503;34 611;39,2;39,1;3,0;6,5;4,6;3,9;4,7;5,1;2,9;4,5;2,9;;;;;;;;
1406;Município;Cartaxo;13 040;257 013;228 017;19 710;5 567;8 584;9 565;10 163;12 040;14 414;17 676;21 539;24 555;27 906;38 674;103;104;106;106;101;5 536;8 541;9 504;10 046;11 508;13 592;16 408;19 948;22 285;25 068;33 426;37,6;37,7;2,9;6,0;4,2;3,2;3,2;3,1;4,8;5,2;4,1;;;;;;;;
1407;Município;Chamusca;4 505;74 125;68 237;16 454;6 002;8 352;9 028;9 752;10 929;12 585;14 644;17 838;20 039;22 359;30 886;111;98;93;86;81;6 001;8 329;8 970;9 739;10 603;11 950;14 025;16 798;18 873;21 182;27 264;33,5;33,7;2,5;4,5;4,9;3,9;2,7;4,8;4,6;7,0;7,5;;;;;;;;
1409;Município;Coruche;9 094;162 629;147 220;17 883;6 066;8 445;9 081;9 757;11 291;13 284;15 661;18 951;21 354;24 337;34 150;113;99;98;92;89;6 034;8 398;9 070;9 747;10 844;12 735;14 825;17 921;19 973;22 421;30 186;36,3;36,0;2,7;5,0;4,9;6,0;3,4;2,7;3,6;6,4;6,0;;;;;;;;
1412;Município;Golegã;2 946;55 836;49 964;18 953;6 765;9 056;9 779;10 288;11 866;13 825;16 263;20 367;23 053;26 242;36 996;126;106;102;99;97;6 756;9 013;9 764;10 153;11 404;12 937;15 311;19 001;21 301;23 772;31 950;35,6;35,2;2,6;4,7;4,3;2,3;1,7;2,7;8,0;6,9;5,1;;;;;;;;
1414;Município;Rio Maior;11 958;207 997;187 506;17 394;4 615;7 619;8 754;9 540;10 728;12 530;15 044;18 832;21 192;24 345;34 893;86;95;92;91;91;4 582;7 574;8 714;9 487;10 381;11 904;14 182;17 517;19 724;22 378;30 678;38,2;38,3;3,0;6,7;3,6;5,1;3,6;4,3;2,2;3,6;2,6;;;;;;;;
1415;Município;Salvaterra de Magos;11 783;218 376;195 994;18 533;5 523;8 335;9 178;9 870;11 401;13 539;16 265;20 151;22 584;25 922;36 939;102;100;100;97;97;5 462;8 290;9 131;9 858;10 918;12 825;15 352;18 911;20 968;23 607;32 380;37,9;37,2;2,8;5,9;4,8;6,1;4,0;5,1;5,3;5,6;5,3;;;;;;;;
1416;Município;Santarém;32 228;668 710;584 214;20 749;5 450;8 445;9 363;9 902;11 633;14 000;17 302;22 044;25 172;29 154;42 548;101;102;103;109;111;5 415;8 403;9 307;9 870;11 118;13 208;16 108;20 311;22 811;25 940;35 889;40,3;40,1;3,1;6,6;3,7;3,7;3,6;3,2;3,3;3,7;2,7;;;;;;;;
1A;NUTS 2;Grande Lisboa;1 173 407;29 378 158;24 333 960;25 037;4 943;8 417;9 511;10 156;12 459;15 466;19 712;25 655;29 705;35 052;53 094;;;;;;4 897;8 310;9 417;10 019;11 775;14 357;17 946;22 674;25 787;29 747;42 648;44,3;44,4;3,6;8,7;2,9;3,3;2,7;2,4;3,2;3,0;2,8;;;;;;;;
