Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
0801;Município;Albufeira;37 693;490 753;434 951;13 020;3 620;5 725;6 590;7 363;8 880;10 108;11 707;13 944;15 378;17 386;23 952;3 554;5 634;6 505;7 282;8 758;9 946;11 130;12 923;14 069;15 617;20 520;35,4;2,8;5,8;;;;;;;;
0802;Município;Alcoutim;1 845;22 217;20 325;12 042;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0803;Município;Aljezur;4 238;52 346;46 664;12 351;3 076;5 446;6 260;7 024;8 594;9 870;11 111;13 067;14 370;16 031;22 892;3 044;5 383;6 173;6 944;8 462;9 791;10 578;12 210;13 334;14 678;19 796;36,0;2,7;6,5;;;;;;;;
0804;Município;Castro Marim;4 962;63 470;56 630;12 791;4 228;5 938;6 668;7 399;8 955;10 144;11 571;13 609;14 935;16 906;23 130;4 164;5 911;6 544;7 311;8 852;10 005;10 910;12 652;13 778;15 208;19 513;33,6;2,6;4,7;;;;;;;;
0805;Município;Faro;52 591;854 318;728 026;16 245;4 382;6 746;7 788;8 775;10 223;12 040;14 292;17 582;19 775;22 532;31 898;4 300;6 639;7 648;8 625;10 016;11 363;13 220;15 675;17 350;19 338;25 688;36,2;2,9;6,0;;;;;;;;
0806;Município;Lagoa;17 692;249 143;218 256;14 082;4 218;6 342;7 160;8 032;9 504;10 664;12 363;14 521;16 191;18 203;25 387;4 123;6 233;7 028;7 869;9 364;10 325;11 645;13 446;14 673;16 302;21 429;35,5;2,6;5,2;;;;;;;;
0807;Município;Lagos;24 530;339 825;297 145;13 853;3 818;6 092;6 950;7 782;9 358;10 461;12 108;14 345;15 915;18 112;25 695;3 688;5 993;6 842;7 655;9 196;10 167;11 409;13 214;14 430;16 103;21 812;36,1;2,7;5,9;;;;;;;;
0808;Município;Loulé;58 062;825 499;716 139;14 218;3 813;6 000;6 971;7 829;9 452;10 683;12 420;14 741;16 331;18 435;25 738;3 722;5 901;6 834;7 697;9 270;10 329;11 697;13 574;14 786;16 374;21 583;36,6;2,8;5,8;;;;;;;;
0809;Município;Monchique;3 521;40 405;36 643;11 476;3 474;5 629;6 388;6 966;8 360;9 645;10 631;12 336;13 571;15 005;20 020;3 419;5 629;6 263;6 888;8 278;9 512;10 315;11 667;12 663;13 819;17 494;32,8;2,5;5,1;;;;;;;;
0810;Município;Olhão;31 242;420 052;372 919;13 445;4 283;6 257;7 144;8 000;9 542;10 652;12 380;14 619;16 205;18 241;25 294;4 230;6 189;7 068;7 873;9 419;10 323;11 665;13 494;14 678;16 287;21 379;33,1;2,6;5,1;;;;;;;;
0811;Município;Portimão;47 398;663 021;581 763;13 988;4 070;6 190;7 094;7 915;9 444;10 624;12 412;14 932;16 647;18 851;26 577;4 030;6 122;7 033;7 826;9 317;10 315;11 723;13 725;15 082;16 766;22 220;35,1;2,7;5,5;;;;;;;;
0812;Município;São Brás de Alportel;8 160;117 050;101 739;14 344;3 871;6 156;7 097;7 995;9 681;11 102;13 033;15 568;17 465;19 783;27 338;3 790;6 054;6 974;7 836;9 482;10 613;12 147;14 246;15 639;17 328;22 609;35,4;2,9;6,0;;;;;;;;
0813;Município;Silves;28 964;371 477;332 409;12 825;4 014;6 072;6 941;7 753;9 248;10 426;11 999;14 119;15 543;17 365;23 541;3 954;5 999;6 847;7 642;9 114;10 151;11 358;13 114;14 234;15 632;20 070;32,8;2,6;5,1;;;;;;;;
0814;Município;Tavira;20 482;275 873;241 545;13 469;3 713;5 683;6 461;7 292;8 871;10 033;11 626;13 955;15 583;17 874;25 787;3 623;5 628;6 392;7 179;8 723;9 902;11 041;12 942;14 241;15 964;21 618;36,7;2,8;6,0;;;;;;;;
0815;Município;Vila do Bispo;4 164;53 295;47 261;12 799;3 838;6 000;6 820;7 560;9 138;10 228;11 612;13 501;14 781;16 444;22 332;3 703;5 922;6 730;7 456;8 963;9 984;10 996;12 598;13 557;14 974;19 311;34,0;2,5;5,2;;;;;;;;
0816;Município;Vila Real de Santo António;14 378;182 701;163 132;12 707;3 913;5 874;6 708;7 513;9 089;10 197;11 635;13 793;15 143;17 005;23 744;3 865;5 820;6 615;7 423;8 965;10 014;11 091;12 807;13 902;15 368;20 209;33,5;2,6;5,2;;;;;;;;
2;NUTS 1; R. A. Açores;170 495;2 504 130;2 291 363;14 687;4 420;6 421;7 278;8 141;9 797;11 013;12 567;15 202;17 284;19 874;28 819;4 400;6 380;7 233;8 079;9 719;10 776;12 157;14 463;16 179;18 384;25 503;37,2;2,9;5,8;;;;;;;;
20;NUTS 2; R. A. Açores;170 495;2 504 130;2 291 363;14 687;4 420;6 421;7 278;8 141;9 797;11 013;12 567;15 202;17 284;19 874;28 819;4 400;6 380;7 233;8 079;9 719;10 776;12 157;14 463;16 179;18 384;25 503;37,2;2,9;5,8;;;;;;;;
200;NUTS 3; R. A. Açores;170 495;2 504 130;2 291 363;14 687;4 420;6 421;7 278;8 141;9 797;11 013;12 567;15 202;17 284;19 874;28 819;4 400;6 380;7 233;8 079;9 719;10 776;12 157;14 463;16 179;18 384;25 503;37,2;2,9;5,8;;;;;;;;
4101;Município;Vila do Porto;4 003;69 714;61 998;17 415;4 565;6 758;7 761;8 640;10 251;11 430;13 125;16 134;18 394;21 813;35 502;4 528;6 711;7 713;8 606;10 192;11 198;12 734;15 154;17 187;20 002;30 541;42,0;3,0;6,7;;;;;;;;
4201;Município;Lagoa (R.A.A.);9 821;136 881;124 061;13 938;3 600;5 506;6 191;7 018;8 594;10 227;11 502;13 438;14 994;17 547;26 113;3 569;5 503;6 169;6 977;8 541;10 148;11 212;12 886;14 242;16 412;23 371;40,8;3,0;6,5;;;;;;;;
4202;Município;Nordeste;3 142;33 187;31 323;10 562;2 963;4 995;5 469;6 139;7 235;8 667;10 295;11 390;12 245;13 921;19 491;2 916;4 989;5 466;6 067;7 215;8 604;10 204;11 100;11 887;13 201;17 954;36,1;2,6;6,2;;;;;;;;
4203;Município;Ponta Delgada;49 712;843 482;760 335;16 967;5 127;7 146;8 128;9 127;10 642;12 091;14 286;18 009;20 510;24 052;34 021;5 105;7 077;8 044;9 026;10 484;11 712;13 653;16 754;18 930;21 795;29 457;37,8;3,1;5,8;;;;;;;;
4204;Município;Povoação;3 899;42 816;40 361;10 981;2 902;5 138;5 609;6 218;7 579;8 968;10 364;11 580;12 692;14 381;21 554;2 853;5 118;5 595;6 178;7 497;8 903;10 279;11 294;12 209;13 779;19 772;36,6;2,7;6,9;;;;;;;;
4205;Município;Ribeira Grande;20 296;251 434;234 727;12 388;3 634;5 462;6 166;6 962;8 560;10 130;11 262;12 918;14 223;16 286;23 783;3 631;5 448;6 134;6 902;8 509;10 059;11 042;12 514;13 681;15 374;21 516;36,5;2,8;5,9;;;;;;;;
4206;Município;Vila Franca do Campo;6 903;78 885;73 281;11 428;2 860;4 836;5 340;5 811;7 168;8 869;10 364;11 818;12 968;14 878;22 462;2 821;4 836;5 333;5 770;7 116;8 827;10 250;11 526;12 477;14 305;20 203;39,4;3,0;7,2;;;;;;;;
4301;Município;Angra do Heroísmo;25 096;386 792;353 833;15 412;5 023;7 164;8 045;8 880;10 350;11 590;13 522;16 535;18 475;21 223;29 999;4 993;7 101;8 008;8 816;10 241;11 288;12 983;15 529;17 251;19 486;26 419;35,6;2,7;5,3;;;;;;;;
4302;Município;Vila da Praia da Vitória;14 427;200 773;186 079;13 916;5 058;6 897;7 814;8 616;10 067;11 150;12 628;14 933;16 733;19 055;25 918;5 038;6 838;7 738;8 523;9 992;10 875;12 156;14 204;15 732;17 741;23 334;33,1;2,6;4,6;;;;;;;;
4401;Município;Santa Cruz da Graciosa;2 916;37 566;34 962;12 883;4 322;6 220;6 819;7 485;9 006;10 219;11 375;13 432;14 851;17 807;25 280;4 322;6 174;6 813;7 471;8 890;10 157;11 065;12 929;14 156;16 547;22 968;34,7;2,7;5,3;;;;;;;;
4501;Município;Calheta (R.A.A.);2 527;28 416;26 849;11 245;3 807;5 714;6 500;7 063;8 370;9 903;10 939;12 077;13 227;14 813;21 312;3 796;5 674;6 471;7 035;8 258;9 802;10 704;11 740;12 756;14 061;19 174;32,6;2,5;5,1;;;;;;;;
4502;Município;Velas;3 647;47 737;44 441;13 089;4 134;6 286;7 099;7 972;9 243;10 500;11 691;13 935;15 602;18 014;24 435;4 121;6 262;7 065;7 918;9 127;10 403;11 415;13 333;14 805;16 930;22 048;35,1;2,7;5,3;;;;;;;;
4601;Município;Lajes do Pico;3 200;40 888;37 980;12 778;4 627;6 629;7 301;7 887;9 011;10 259;11 458;13 199;14 358;16 061;23 176;4 627;6 617;7 226;7 870;8 921;10 200;11 117;12 654;13 628;15 230;21 259;33,5;2,3;4,6;;;;;;;;
4602;Município;Madalena;4 775;63 826;59 369;13 367;4 909;6 911;7 773;8 539;9 885;10 866;12 065;13 887;15 320;17 429;24 983;4 874;6 895;7 719;8 495;9 809;10 654;11 736;13 348;14 513;16 229;22 386;32,3;2,4;4,6;;;;;;;;
4603;Município;São Roque do Pico;2 462;35 543;32 331;14 437;4 406;6 505;7 239;8 012;9 709;10 711;11 916;14 315;16 379;18 682;27 653;4 326;6 493;7 217;8 007;9 649;10 526;11 575;13 748;15 365;17 480;24 431;37,0;2,7;5,6;;;;;;;;
4701;Município;Horta;10 759;165 181;151 506;15 353;5 346;7 445;8 321;9 096;10 488;11 731;13 524;16 433;18 430;20 775;29 067;5 324;7 404;8 260;9 039;10 364;11 401;13 031;15 471;17 119;19 065;25 725;34,4;2,6;4,8;;;;;;;;
4801;Município;Lajes das Flores;1 035;14 226;13 088;13 745;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
4802;Município;Santa Cruz das Flores;1 563;21 943;20 397;14 039;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
4901;Município;Corvo;312;4 839;4 444;15 510;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
3;NUTS 1; R. A. Madeira;171 098;2 524 340;2 279 573;14 754;4 461;6 388;7 295;8 247;9 785;10 973;12 802;15 480;17 584;20 321;29 148;4 452;6 347;7 250;8 190;9 732;10 763;12 372;14 711;16 435;18 713;25 403;36,2;2,9;5,7;;;;;;;;
30;NUTS 2; R. A. Madeira;171 098;2 524 340;2 279 573;14 754;4 461;6 388;7 295;8 247;9 785;10 973;12 802;15 480;17 584;20 321;29 148;4 452;6 347;7 250;8 190;9 732;10 763;12 372;14 711;16 435;18 713;25 403;36,2;2,9;5,7;;;;;;;;
300;NUTS 3; R. A. Madeira;171 098;2 524 340;2 279 573;14 754;4 461;6 388;7 295;8 247;9 785;10 973;12 802;15 480;17 584;20 321;29 148;4 452;6 347;7 250;8 190;9 732;10 763;12 372;14 711;16 435;18 713;25 403;36,2;2,9;5,7;;;;;;;;
3101;Município;Calheta (R.A.M.);6 547;81 104;74 225;12 388;3 109;5 139;5 864;6 589;8 222;9 710;10 979;13 001;14 536;16 894;24 594;3 077;5 119;5 836;6 550;8 144;9 596;10 788;12 551;13 769;15 763;22 075;38,2;3,1;7,2;;;;;;;;
3102;Município;Câmara de Lobos;19 963;224 163;211 910;11 229;4 172;5 693;6 388;7 079;8 579;9 767;10 679;12 133;13 069;14 399;19 829;4 152;5 670;6 388;7 048;8 545;9 743;10 534;11 766;12 637;13 903;18 457;31,5;2,5;4,4;;;;;;;;
3103;Município;Funchal;76 110;1 292 112;1 140 168;16 977;4 867;6 997;8 070;8 941;10 342;12 012;14 274;17 921;20 700;24 181;34 515;4 828;6 949;8 011;8 878;10 265;11 642;13 687;16 717;18 952;21 702;28 969;37,5;3,1;6,0;;;;;;;;
3104;Município;Machico;13 631;166 465;155 501;12 212;4 321;5 971;6 612;7 378;8 810;10 110;11 275;13 272;14 691;16 747;23 401;4 303;5 940;6 580;7 331;8 766;10 028;11 038;12 832;14 071;15 667;21 205;32,9;2,6;4,9;;;;;;;;
3105;Município;Ponta do Sol;5 051;60 235;55 934;11 925;3 001;5 260;5 922;6 591;8 296;9 668;10 818;12 745;14 318;16 708;23 711;2 966;5 234;5 865;6 532;8 215;9 601;10 601;12 284;13 801;15 697;21 178;36,8;3,0;7,1;;;;;;;;
3106;Município;Porto Moniz;1 590;19 297;17 953;12 136;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
3107;Município;Ribeira Brava;7 688;92 438;86 326;12 024;4 128;5 842;6 540;7 313;8 726;9 987;11 174;12 987;14 186;16 017;22 761;4 102;5 822;6 520;7 247;8 693;9 921;10 924;12 554;13 651;15 105;20 738;32,9;2,6;5,1;;;;;;;;
3108;Município;Santa Cruz;28 827;431 457;394 019;14 967;4 870;6 998;8 118;9 046;10 420;11 997;13 906;16 703;18 653;21 222;28 593;4 847;6 971;8 074;8 995;10 327;11 668;13 398;15 776;17 338;19 430;25 032;33,3;2,8;5,2;;;;;;;;
3109;Município;Santana;4 207;47 800;44 957;11 362;3 996;5 444;6 060;6 773;8 245;9 497;10 676;12 231;13 248;14 606;21 617;3 989;5 433;6 021;6 737;8 202;9 456;10 529;11 871;12 768;13 962;19 571;33,3;2,6;4,9;;;;;;;;
3110;Município;São Vicente;2 930;34 055;31 738;11 623;3 198;5 161;5 797;6 536;8 205;9 569;10 691;12 629;13 925;15 675;22 873;3 168;5 157;5 797;6 532;8 189;9 527;10 499;12 318;13 418;14 954;20 364;35,7;2,9;6,4;;;;;;;;
3201;Município;Porto Santo;4 554;75 215;66 842;16 516;5 331;7 568;8 512;9 238;10 753;12 587;14 442;17 582;20 076;22 886;32 247;5 321;7 483;8 453;9 140;10 550;12 041;13 779;16 289;18 515;20 604;27 261;34,7;2,8;5,1;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sinal convencional //: Dado não aplicável. Número de sujeitos passivos inferior a 2 000.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
