Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado por sujeito passivo (NUTS III=100);;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;Taxa de crescimento anual médio do rendimento bruto declarado deduzido do IRS liquidado por sujeito passivo (2021 - 2023);Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2022);;;Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2023);;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;25;50;75;90;10;20;25;30;40;50;60;70;75;80;90;2021;2023;P80/P20;P90/P10;;25;50;75;25;50;75;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;%;;;;;€;€;€;€;€;€;€;€;€;€;€;%;;Nº;Nº;%;;;;;;;;;;;;;;
0702;Município;Arraiolos;5 196;73 164;66 314;14 081;6 083;7 807;8 545;9 259;10 640;11 777;13 362;15 307;16 915;18 674;24 388;105;99;98;95;88;6 012;7 742;8 456;9 170;10 546;11 390;12 602;14 284;15 314;16 716;20 960;28,9;27,8;2,2;3,5;7,6;8,3;6,5;6,2;5,8;8,7;7,5;;;;;;;;
0703;Município;Borba;4 832;62 610;57 524;12 957;5 633;7 504;8 140;8 723;9 928;10 965;12 228;13 910;14 991;16 750;22 609;97;94;91;84;82;5 619;7 440;8 063;8 624;9 742;10 745;11 749;13 157;14 073;15 460;19 806;27,9;27,8;2,1;3,5;7,2;7,3;6,4;6,2;5,2;8,0;5,6;;;;;;;;
0704;Município;Estremoz;9 419;133 805;120 250;14 206;5 834;7 658;8 495;9 078;10 463;11 630;13 134;15 197;16 539;18 482;25 839;101;98;97;93;93;5 795;7 582;8 385;8 957;10 297;11 289;12 436;14 087;15 050;16 566;21 860;29,7;29,2;2,2;3,8;6,3;8,1;5,3;5,9;4,6;7,4;4,3;;;;;;;;
0705;Município;Évora;41 382;732 520;634 155;17 701;6 347;8 788;9 659;10 518;11 991;13 798;16 031;19 149;21 388;23 994;33 355;109;112;115;120;120;6 253;8 675;9 512;10 361;11 536;13 003;14 742;17 126;18 746;20 760;27 079;32,3;31,6;2,4;4,3;5,6;5,4;4,9;4,1;5,5;6,2;5,4;;;;;;;;
0706;Município;Montemor-o-Novo;11 909;170 774;153 188;14 340;5 553;7 629;8 447;9 081;10 329;11 502;13 199;15 314;16 848;18 699;25 227;96;98;96;94;91;5 485;7 551;8 380;8 975;10 179;11 207;12 558;14 204;15 383;16 793;21 667;30,4;30,1;2,2;4,0;7,2;7,4;6,7;6,7;5,7;7,8;5,5;;;;;;;;
0707;Município;Mora;3 213;43 964;39 854;13 683;6 149;7 801;8 458;8 935;10 073;11 176;12 511;14 370;15 711;17 412;23 622;106;98;93;88;85;6 090;7 767;8 426;8 847;9 883;10 939;11 958;13 592;14 495;15 739;20 393;29,3;27,8;2,0;3,3;7,8;13,6;9,0;6,5;5,3;6,6;6,3;;;;;;;;
0708;Município;Mourão;1 762;21 716;19 962;12 324;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;6,2;   3;   6;   5;//;//;//;;;;;;;;
0709;Município;Portel;4 139;49 601;46 054;11 984;5 320;6 712;7 361;8 080;9 235;10 420;11 491;13 278;14 209;15 763;20 569;92;85;87;80;74;5 289;6 661;7 337;7 997;9 144;10 316;11 209;12 591;13 463;14 522;18 144;28,6;27,4;2,2;3,4;6,7;9,2;6,7;7,6;6,9;6,7;7,3;;;;;;;;
0710;Município;Redondo;4 742;60 487;55 169;12 756;5 213;6 798;7 605;8 360;9 552;10 640;11 848;13 644;14 750;16 502;22 131;90;88;89;83;80;5 203;6 787;7 561;8 250;9 397;10 533;11 468;12 827;13 748;15 143;19 346;29,2;29,3;2,2;3,7;6,4;4,9;5,6;5,0;7,7;7,1;7,6;;;;;;;;
0711;Município;Reguengos de Monsaraz;7 566;103 486;93 436;13 678;5 388;7 257;7 985;8 705;9 936;11 153;12 738;14 800;16 251;18 436;24 503;93;93;93;91;88;5 371;7 160;7 897;8 574;9 806;10 940;12 140;13 807;14 882;16 548;21 050;31,1;30,1;2,3;3,9;6,9;6,9;7,1;6,6;6,5;6,7;3,7;;;;;;;;
0712;Município;Vendas Novas;9 135;130 712;117 584;14 309;5 402;7 604;8 403;9 103;10 418;11 723;13 385;15 639;17 361;19 448;26 551;93;97;98;97;96;5 362;7 551;8 322;8 966;10 256;11 311;12 569;14 429;15 814;17 379;22 667;30,1;30,1;2,3;4,2;5,2;5,6;5,0;4,0;3,1;5,5;5,2;;;;;;;;
0713;Município;Viana do Alentejo;3 961;54 766;49 840;13 826;5 683;7 630;8 417;9 120;10 508;11 592;13 217;15 235;16 747;18 427;24 072;98;98;96;94;87;5 670;7 569;8 360;8 996;10 338;11 276;12 500;14 160;15 274;16 734;20 864;29,8;28,2;2,2;3,7;8,5;11,9;10,1;7,6;6,0;7,0;6,2;;;;;;;;
0714;Município;Vila Viçosa;5 689;78 707;71 397;13 835;6 017;7 761;8 527;9 133;10 365;11 431;13 124;14 746;15 945;17 737;24 127;104;99;95;89;87;5 977;7 708;8 427;9 012;10 222;11 198;12 365;13 789;14 798;16 076;20 743;28,8;27,9;2,1;3,5;6,6;8,2;5,4;4,9;4,3;7,7;6,9;;;;;;;;
15;NUTS 2;  Algarve;377 376;5 489 196;4 830 264;14 546;4 175;6 485;7 406;8 340;10 002;11 310;13 100;15 483;17 167;19 390;27 160;;;;;;4 095;6 390;7 303;8 209;9 835;11 012;12 369;14 275;15 575;17 262;22 839;36,1;34,9;2,7;5,6;7,7;10,6;8,3;6,2;5,8;7,0;4,6;;;;;;;;
150;NUTS 3;  Algarve;377 376;5 489 196;4 830 264;14 546;4 175;6 485;7 406;8 340;10 002;11 310;13 100;15 483;17 167;19 390;27 160;100;100;100;100;100;4 095;6 390;7 303;8 209;9 835;11 012;12 369;14 275;15 575;17 262;22 839;36,1;34,9;2,7;5,6;7,7;10,6;8,3;6,2;5,8;7,0;4,6;;;;;;;;
0801;Município;Albufeira;40 674;560 933;497 968;13 791;3 942;6 201;7 094;7 955;9 495;10 806;12 458;14 576;16 057;18 108;25 218;94;96;96;94;93;3 852;6 109;7 020;7 832;9 357;10 656;11 843;13 589;14 722;16 310;21 597;37,1;34,9;2,7;5,6;7,7;17,6;8,2;8,4;7,9;7,1;4,6;;;;;;;;
0802;Município;Alcoutim;1 859;23 414;21 566;12 595;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;6,3;   6;   6;   2;//;//;//;;;;;;;;
0803;Município;Aljezur;4 498;56 365;50 436;12 531;2 953;5 316;6 189;6 937;8 693;10 307;11 537;13 444;14 800;16 438;22 716;71;84;91;86;84;2 914;5 268;6 049;6 818;8 617;10 081;11 144;12 651;13 700;14 928;19 960;36,5;36,6;2,8;6,9;4,1;8,0;5,2;5,3;-2,0;3,0;2,7;;;;;;;;
0804;Município;Castro Marim;5 185;69 677;62 589;13 438;4 560;6 395;7 118;7 847;9 595;10 916;12 348;14 289;15 707;17 735;24 657;109;96;97;91;91;4 560;6 345;7 051;7 783;9 425;10 736;11 811;13 392;14 457;16 049;21 111;33,7;33,1;2,5;4,6;7,1;8,0;6,8;5,4;7,8;7,3;4,9;;;;;;;;
0805;Município;Faro;54 771;931 715;796 293;17 011;4 596;7 124;8 296;9 274;10 929;12 726;15 048;18 328;20 656;23 598;33 196;110;112;113;120;122;4 543;6 990;8 149;9 123;10 719;12 040;13 907;16 383;18 152;20 296;26 712;36,5;35,9;2,9;5,9;5,5;6,2;5,0;5,0;6,6;6,0;4,6;;;;;;;;
0806;Município;Lagoa;18 400;268 749;236 377;14 606;4 462;6 695;7 629;8 529;10 090;11 318;13 053;15 368;16 903;19 056;26 692;107;103;100;98;98;4 361;6 620;7 512;8 376;9 933;11 028;12 429;14 222;15 429;17 093;22 469;35,5;34,3;2,6;5,2;8,2;14,6;9,6;7,5;6,9;6,8;5,2;;;;;;;;
0807;Município;Lagos;25 606;368 780;324 772;14 402;4 058;6 479;7 420;8 364;9 983;11 212;12 887;15 096;16 657;18 777;26 835;97;100;99;97;99;3 893;6 361;7 307;8 200;9 794;10 932;12 191;13 915;15 126;16 806;22 667;36,7;35,1;2,6;5,8;7,7;11,3;7,9;5,9;6,8;7,5;4,8;;;;;;;;
0808;Município;Loulé;61 022;905 771;790 158;14 843;4 009;6 380;7 346;8 280;9 977;11 320;13 125;15 460;17 043;19 102;26 521;96;99;100;99;98;3 935;6 262;7 211;8 125;9 793;11 003;12 365;14 229;15 454;17 006;22 406;37,7;36,3;2,7;5,7;7,9;11,6;9,3;6,7;5,5;6,5;4,5;;;;;;;;
0809;Município;Monchique;3 582;43 445;39 718;12 129;4 055;6 095;6 829;7 677;9 129;10 543;11 603;13 254;14 470;15 842;21 486;97;92;93;84;79;4 017;6 053;6 805;7 600;9 018;10 352;11 291;12 499;13 433;14 580;18 707;33,5;31,5;2,4;4,7;8,2;12,4;7,6;6,5;8,7;8,8;6,1;;;;;;;;
0810;Município;Olhão;32 215;454 376;405 419;14 104;4 466;6 646;7 617;8 558;10 212;11 480;13 226;15 482;17 001;19 227;26 463;107;103;102;99;97;4 409;6 600;7 540;8 452;10 041;11 144;12 490;14 309;15 494;17 191;22 361;33,9;32,5;2,6;5,1;7,4;8,9;6,9;6,0;6,7;8,0;5,6;;;;;;;;
0811;Município;Portimão;50 117;723 270;639 186;14 432;4 213;6 564;7 482;8 377;9 931;11 260;13 070;15 480;17 227;19 473;27 309;101;101;100;100;101;4 163;6 511;7 409;8 281;9 794;10 992;12 353;14 290;15 626;17 317;22 940;35,6;34,4;2,7;5,5;7,2;10,1;7,9;5,6;5,4;6,6;3,6;;;;;;;;
0812;Município;São Brás de Alportel;8 320;123 947;108 833;14 897;4 149;6 557;7 426;8 429;10 403;11 765;13 754;16 573;18 379;20 856;28 648;99;100;104;107;105;4 026;6 461;7 338;8 293;10 156;11 303;12 945;15 086;16 564;18 345;23 786;35,8;34,5;2,8;5,9;6,8;8,2;7,0;6,4;5,2;6,5;5,9;;;;;;;;
0813;Município;Silves;30 377;410 094;368 043;13 500;4 242;6 432;7 323;8 249;9 847;11 125;12 697;14 965;16 432;18 222;24 351;102;99;98;96;90;4 182;6 353;7 239;8 162;9 666;10 878;12 059;13 875;14 991;16 462;20 914;33,4;32,4;2,6;5,0;7,5;9,8;7,8;7,2;5,7;7,2;5,3;;;;;;;;
0814;Município;Tavira;21 515;295 018;261 083;13 712;3 805;5 911;6 734;7 571;9 221;10 667;12 230;14 598;16 304;18 540;26 214;91;91;94;95;97;3 711;5 842;6 644;7 465;9 098;10 625;11 727;13 621;14 853;16 620;22 230;36,6;35,7;2,8;6,0;6,5;6,7;5,8;6,1;3,9;7,3;4,3;;;;;;;;
0815;Município;Vila do Bispo;4 383;58 217;51 963;13 282;4 006;6 284;7 097;7 896;9 551;10 769;12 305;14 162;15 352;17 131;22 576;96;96;95;89;83;3 845;6 171;7 000;7 782;9 317;10 640;11 651;13 162;14 162;15 514;19 647;35,0;34,1;2,5;5,1;6,9;15,7;7,2;5,4;4,0;6,6;4,5;;;;;;;;
0816;Município;Vila Real de Santo António;14 852;195 424;175 863;13 158;4 016;6 149;7 001;7 870;9 573;10 844;12 386;14 454;15 825;17 867;24 281;96;95;96;92;89;3 936;6 094;6 931;7 770;9 426;10 676;11 854;13 490;14 561;16 044;20 924;33,8;33,0;2,6;5,3;6,7;7,3;6,8;5,6;4,8;6,6;4,7;;;;;;;;
2;NUTS 1; R. A. Açores;172 624;2 697 179;2 470 992;15 625;4 859;6 939;7 840;8 748;10 547;11 893;13 540;16 243;18 309;21 005;30 340;;;;;;4 833;6 894;7 790;8 681;10 445;11 660;13 102;15 441;17 158;19 443;26 857;36,9;36,5;2,8;5,6;7,6;7,5;7,1;6,8;7,7;8,2;6,1;;;;;;;;
20;NUTS 2; R. A. Açores;172 624;2 697 179;2 470 992;15 625;4 859;6 939;7 840;8 748;10 547;11 893;13 540;16 243;18 309;21 005;30 340;;;;;;4 833;6 894;7 790;8 681;10 445;11 660;13 102;15 441;17 158;19 443;26 857;36,9;36,5;2,8;5,6;7,6;7,5;7,1;6,8;7,7;8,2;6,1;;;;;;;;
200;NUTS 3; R. A. Açores;172 624;2 697 179;2 470 992;15 625;4 859;6 939;7 840;8 748;10 547;11 893;13 540;16 243;18 309;21 005;30 340;100;100;100;100;100;4 833;6 894;7 790;8 681;10 445;11 660;13 102;15 441;17 158;19 443;26 857;36,9;36,5;2,8;5,6;7,6;7,5;7,1;6,8;7,7;8,2;6,1;;;;;;;;
4101;Município;Vila do Porto;4 026;77 423;68 499;19 231;5 177;7 433;8 459;9 463;11 169;12 424;14 138;17 277;19 830;23 281;36 979;107;108;104;108;122;5 165;7 413;8 397;9 327;11 067;12 165;13 626;16 210;18 446;21 248;32 027;40,7;42,5;2,9;6,2;7,9;6,5;7,1;5,6;8,9;8,6;7,3;;;;;;;;
4201;Município;Lagoa (R.A.A.);10 050;143 901;132 196;14 319;3 997;6 007;6 683;7 636;9 347;11 093;12 449;14 542;16 191;18 551;27 685;82;85;93;88;91;3 993;6 000;6 679;7 610;9 250;10 983;12 142;13 972;15 377;17 465;24 798;38,2;38,3;2,9;6,2;8,8;8,4;9,3;7,9;8,3;8,2;8,0;;;;;;;;
4202;Município;Nordeste;3 175;36 773;34 639;11 582;3 325;5 586;6 179;6 789;8 134;9 650;11 224;12 623;13 922;15 302;21 368;68;79;81;76;70;3 324;5 586;6 125;6 756;8 095;9 589;11 075;12 314;13 315;14 497;19 412;33,6;35,3;2,6;5,8;7,2;-0,7;3,1;5,6;12,1;11,5;12,0;;;;;;;;
4203;Município;Ponta Delgada;50 488;910 628;821 193;18 037;5 586;7 711;8 745;9 787;11 448;12 985;15 220;18 939;21 573;25 180;35 762;115;112;109;118;118;5 567;7 665;8 677;9 704;11 306;12 603;14 560;17 626;19 942;22 803;30 970;37,8;37,3;3,0;5,6;7,0;7,6;6,4;5,9;7,9;7,6;5,3;;;;;;;;
4204;Município;Povoação;3 909;46 650;43 763;11 934;3 068;5 475;6 028;6 645;8 076;9 749;11 204;12 799;13 894;15 595;22 782;63;77;82;76;75;3 027;5 440;6 018;6 570;8 011;9 689;11 172;12 305;13 402;14 933;20 883;34,9;37,4;2,7;6,9;10,0;5,5;11,2;9,0;7,6;8,8;9,8;;;;;;;;
4205;Município;Ribeira Grande;20 688;275 211;257 036;13 303;3 955;5 948;6 769;7 607;9 310;10 999;12 224;13 986;15 319;17 361;24 958;81;86;92;84;82;3 944;5 933;6 729;7 568;9 242;10 896;11 983;13 551;14 727;16 489;22 787;36,4;35,7;2,8;5,8;8,0;7,9;7,7;7,6;9,7;8,3;7,6;;;;;;;;
4206;Município;Vila Franca do Campo;6 975;84 247;78 788;12 078;3 388;5 307;5 779;6 342;7 862;9 682;11 213;12 947;14 326;16 359;23 831;70;74;81;78;79;3 372;5 290;5 759;6 296;7 817;9 600;11 140;12 555;13 718;15 599;21 672;38,3;37,6;2,9;6,4;9,0;6,4;9,2;8,2;8,0;8,8;9,9;;;;;;;;
4301;Município;Angra do Heroísmo;25 186;410 356;375 676;16 293;5 456;7 610;8 509;9 342;11 047;12 423;14 368;17 528;19 534;22 417;31 510;112;109;104;107;104;5 420;7 564;8 455;9 264;10 947;12 119;13 837;16 533;18 231;20 572;27 696;35,8;35,1;2,7;5,1;6,7;8,8;6,0;5,0;5,6;7,4;5,7;;;;;;;;
4302;Município;Vila da Praia da Vitória;14 565;217 683;201 449;14 946;5 416;7 450;8 360;9 237;10 902;12 033;13 595;16 040;17 839;20 261;27 952;111;107;101;97;92;5 361;7 387;8 284;9 140;10 755;11 758;13 109;15 216;16 759;18 756;24 895;33,0;33,0;2,5;4,6;7,3;7,5;6,5;7,1;7,1;8,1;6,5;;;;;;;;
4401;Município;Santa Cruz da Graciosa;2 945;40 289;37 508;13 681;4 389;6 532;7 267;8 073;9 438;11 092;12 600;14 680;16 192;18 725;26 868;90;93;93;88;89;4 373;6 512;7 181;7 998;9 415;10 963;12 202;14 099;15 348;17 500;24 059;34,6;34,6;2,7;5,5;7,7;7,2;7,4;4,6;5,4;7,9;8,4;;;;;;;;
4501;Município;Calheta (R.A.A.);2 531;31 059;29 312;12 271;4 124;6 323;7 163;7 649;8 966;10 630;11 848;13 383;14 570;16 178;22 201;85;91;89;80;73;4 124;6 259;7 128;7 632;8 916;10 490;11 592;12 999;14 033;15 349;20 370;33,1;32,8;2,5;4,9;6,4;5,8;5,9;5,1;10,1;7,0;10,0;;;;;;;;
4502;Município;Velas;3 696;50 983;47 542;13 794;4 272;6 686;7 706;8 454;9 904;11 214;12 494;14 524;16 273;18 846;25 722;88;98;94;89;85;4 255;6 653;7 698;8 403;9 798;11 168;12 200;14 094;15 473;17 759;23 284;34,5;34,7;2,7;5,5;6,9;5,1;6,5;6,4;9,0;7,3;4,5;;;;;;;;
4601;Município;Lajes do Pico;3 216;42 979;40 154;13 364;5 225;6 990;7 658;8 361;9 582;10 968;12 271;13 845;15 015;16 707;24 561;108;98;92;82;81;5 190;6 937;7 610;8 308;9 518;10 917;11 967;13 405;14 376;15 733;22 268;32,6;32,4;2,3;4,3;7,7;8,1;8,3;7,9;5,3;7,0;5,5;;;;;;;;
4602;Município;Madalena;4 858;69 222;64 573;14 249;5 586;7 579;8 405;9 213;10 580;11 680;13 137;14 946;16 497;18 338;26 031;115;107;98;90;86;5 581;7 527;8 395;9 145;10 531;11 499;12 723;14 336;15 583;17 266;23 625;32,1;31,4;2,3;4,2;7,8;5,0;7,6;5,1;8,8;7,9;7,4;;;;;;;;
4603;Município;São Roque do Pico;2 506;37 446;34 387;14 942;4 659;6 979;7 809;8 516;10 127;11 434;12 852;15 381;17 209;19 850;28 340;96;100;96;94;93;4 631;6 920;7 737;8 476;10 045;11 288;12 460;14 670;16 163;18 380;25 228;35,4;35,7;2,7;5,4;8,0;8,4;8,7;10,5;7,2;7,2;5,2;;;;;;;;
4701;Município;Horta;10 949;178 661;163 972;16 318;5 668;7 904;8 859;9 727;11 210;12 613;14 584;17 642;19 627;22 166;30 315;117;113;106;107;100;5 622;7 827;8 808;9 630;11 123;12 270;14 002;16 523;18 204;20 347;26 859;34,8;34,4;2,6;4,8;6,5;6,5;5,3;6,1;6,6;7,6;6,3;;;;;;;;
4801;Município;Lajes das Flores;1 014;14 733;13 593;14 529;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,5;   7;   8;   11;//;//;//;;;;;;;;
4802;Município;Santa Cruz das Flores;1 531;23 444;21 700;15 313;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;9,1;   4;   10;   7;//;//;//;;;;;;;;
4901;Município;Corvo;316;5 492;5 012;17 379;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;9,8;   6;   10;   1;//;//;//;;;;;;;;
3;NUTS 1; R. A. Madeira;177 036;2 783 262;2 526 115;15 721;4 835;6 910;7 911;8 848;10 561;11 922;13 836;16 637;18 828;21 687;30 822;;;;;;4 796;6 858;7 850;8 792;10 476;11 715;13 378;15 824;17 636;20 019;27 016;37,1;35,8;2,9;5,6;7,9;10,9;7,0;5,5;8,3;8,8;7,3;;;;;;;;
30;NUTS 2; R. A. Madeira;177 036;2 783 262;2 526 115;15 721;4 835;6 910;7 911;8 848;10 561;11 922;13 836;16 637;18 828;21 687;30 822;;;;;;4 796;6 858;7 850;8 792;10 476;11 715;13 378;15 824;17 636;20 019;27 016;37,1;35,8;2,9;5,6;7,9;10,9;7,0;5,5;8,3;8,8;7,3;;;;;;;;
300;NUTS 3; R. A. Madeira;177 036;2 783 262;2 526 115;15 721;4 835;6 910;7 911;8 848;10 561;11 922;13 836;16 637;18 828;21 687;30 822;100;100;100;100;100;4 796;6 858;7 850;8 792;10 476;11 715;13 378;15 824;17 636;20 019;27 016;37,1;35,8;2,9;5,6;7,9;10,9;7,0;5,5;8,3;8,8;7,3;;;;;;;;
3101;Município;Calheta (R.A.M.);6 851;89 360;82 079;13 043;3 088;5 495;6 198;6 995;8 815;10 221;11 760;13 802;15 405;17 731;25 656;64;78;86;82;83;3 012;5 440;6 174;6 910;8 692;10 100;11 546;13 353;14 782;16 723;23 011;38,7;37,9;3,1;7,6;7,1;13,3;8,9;6,4;5,8;5,3;7,4;;;;;;;;
3102;Município;Câmara de Lobos;20 814;254 248;240 399;12 215;4 512;6 274;7 001;7 769;9 250;10 675;11 723;13 301;14 356;15 793;21 719;93;88;90;76;70;4 469;6 237;6 972;7 719;9 205;10 618;11 575;12 903;13 867;15 100;20 036;32,6;31,4;2,4;4,5;9,9;12,6;10,9;7,6;9,1;9,0;9,7;;;;;;;;
3103;Município;Funchal;78 474;1 407 434;1 250 756;17 935;5 200;7 567;8 655;9 560;11 202;12 930;15 306;19 083;21 871;25 404;36 039;108;109;108;116;117;5 147;7 498;8 594;9 481;11 111;12 571;14 662;17 868;20 156;23 029;30 584;38,1;37,0;3,1;5,9;6,5;10,0;5,1;4,5;7,3;8,0;6,4;;;;;;;;
3104;Município;Machico;14 004;184 621;172 911;13 183;4 777;6 566;7 282;8 026;9 503;10 990;12 263;14 400;15 935;18 110;25 354;99;92;92;85;82;4 749;6 545;7 260;7 995;9 442;10 894;12 022;13 895;15 167;16 951;22 925;33,8;32,5;2,6;4,8;7,7;8,0;6,8;5,6;10,3;8,6;7,8;;;;;;;;
3105;Município;Ponta do Sol;5 290;67 026;62 511;12 670;3 288;5 495;6 292;7 176;8 809;10 441;11 772;13 732;15 151;17 237;24 807;68;80;88;80;80;3 237;5 495;6 230;7 108;8 773;10 376;11 539;13 287;14 532;16 252;22 328;37,6;36,6;3,0;6,9;8,3;9,0;8,6;8,7;6,2;8,1;5,3;;;;;;;;
3106;Município;Porto Moniz;1 681;22 079;20 522;13 135;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;8,2;   19;   7;   7;//;//;//;;;;;;;;
3107;Município;Ribeira Brava;8 081;103 178;96 599;12 768;4 308;6 167;6 918;7 689;9 307;10 733;11 966;14 012;15 287;17 246;23 996;89;87;90;81;78;4 231;6 118;6 878;7 646;9 241;10 614;11 768;13 545;14 652;16 259;21 809;34,0;33,1;2,7;5,2;7,8;12,2;8,5;7,3;5,5;7,0;7,3;;;;;;;;
3108;Município;Santa Cruz;29 678;478 037;438 270;16 107;5 440;7 677;8 800;9 759;11 361;13 030;15 118;18 064;20 123;22 618;30 438;113;111;109;107;99;5 423;7 628;8 762;9 687;11 253;12 684;14 562;17 069;18 859;20 901;26 790;34,3;32,8;2,7;4,9;7,7;12,1;6,7;5,2;8,5;8,7;8,8;;;;;;;;
3109;Município;Santana;4 315;53 620;50 498;12 426;4 346;6 007;6 670;7 463;8 974;10 470;11 753;13 540;14 776;16 550;23 186;90;84;88;78;75;4 333;5 955;6 651;7 430;8 919;10 409;11 587;13 170;14 155;15 838;21 322;33,9;33,0;2,7;4,9;9,2;7,6;8,4;8,1;10,5;10,1;10,9;;;;;;;;
3110;Município;São Vicente;3 081;38 180;35 690;12 392;3 597;5 732;6 462;7 247;8 792;10 246;11 453;13 440;14 469;16 299;23 733;74;82;86;77;77;3 594;5 717;6 422;7 200;8 773;10 201;11 343;13 012;14 028;15 720;21 682;36,2;35,0;2,7;6,0;7,2;6,7;7,3;6,4;10,8;7,1;4,5;;;;;;;;
3201;Município;Porto Santo;4 767;85 478;75 879;17 931;5 770;8 291;9 216;9 952;11 704;13 667;15 739;19 088;21 832;24 775;34 040;119;117;115;116;110;5 765;8 207;9 143;9 882;11 477;13 089;14 989;17 677;20 130;22 356;29 174;35,2;34,8;2,7;5,1;7,1;9,0;5,6;5,4;8,2;8,7;8,7;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sinal convencional //: Dado não aplicável. Número de sujeitos passivos inferior a 2 000.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
