Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
1D2;NUTS 3;   Médio Tejo;109 140;1 974 966;1 769 399;18 096;5 506;8 133;9 028;9 477;10 962;12 925;15 713;19 718;22 416;25 576;36 181;5 472;8 096;9 000;9 415;10 550;12 302;14 798;18 410;20 708;23 346;31 297;37,4;2,9;5,7;;;;;;;;
1401;Município;Abrantes;17 780;320 137;287 011;18 005;5 669;8 129;8 966;9 429;10 852;12 706;15 295;19 443;22 226;25 345;36 061;5 641;8 109;8 929;9 401;10 477;12 132;14 496;18 115;20 509;23 141;31 048;37,4;2,9;5,5;;;;;;;;
1402;Município;Alcanena;6 842;109 607;99 921;16 020;5 287;7 954;8 785;9 310;10 372;11 849;13 944;17 179;19 254;21 884;30 423;5 268;7 914;8 745;9 310;9 968;11 337;13 242;16 058;18 242;20 532;27 132;35,6;2,6;5,1;;;;;;;;
1408;Município;Constância;1 970;37 232;33 544;18 900;6 028;8 886;9 379;9 966;11 617;13 981;17 510;21 722;24 152;27 099;37 537;6 028;8 839;9 374;9 673;11 149;13 234;16 414;20 023;22 304;24 488;32 600;35,7;2,8;5,4;;;;;;;;
1410;Município;Entroncamento;10 395;227 179;199 004;21 855;5 793;9 035;9 692;10 712;13 008;16 096;20 072;25 321;28 508;32 091;45 158;5 763;8 999;9 415;10 282;12 276;14 935;18 480;22 849;25 247;28 167;37 713;38,2;3,1;6,5;;;;;;;;
1411;Município;Ferreira do Zêzere;3 875;58 674;54 339;15 142;5 162;7 592;8 425;9 176;10 142;11 662;13 682;16 790;18 813;21 111;28 004;5 143;7 580;8 363;9 116;9 809;11 186;13 094;15 908;17 903;19 903;25 764;34,4;2,6;5,0;;;;;;;;
1413;Município;Mação;3 244;52 230;47 589;16 101;5 712;8 023;8 859;9 308;10 177;11 734;13 854;17 214;19 338;22 127;31 397;5 683;7 980;8 837;9 288;9 837;11 179;13 229;16 270;18 258;20 418;27 534;35,0;2,6;4,8;;;;;;;;
1421;Município;Ourém;22 433;379 058;343 321;16 897;5 135;7 883;8 815;9 310;10 616;12 412;14 953;18 548;20 866;23 603;32 860;5 090;7 811;8 766;9 310;10 214;11 837;14 059;17 387;19 448;22 011;29 047;36,6;2,8;5,7;;;;;;;;
1417;Município;Sardoal;1 898;31 005;28 105;16 336;5 601;8 238;8 999;9 356;10 303;11 947;14 067;17 397;19 430;22 278;31 713;5 540;8 190;8 932;9 325;9 991;11 443;13 387;16 330;18 344;20 592;27 698;35,8;2,5;5,0;;;;;;;;
1418;Município;Tomar;19 150;344 682;306 348;17 999;4 985;7 683;8 667;9 310;10 653;12 581;15 370;19 219;22 059;25 274;36 943;4 962;7 634;8 633;9 310;10 270;12 015;14 453;17 937;20 176;23 071;31 557;38,8;3,0;6,4;;;;;;;;
1419;Município;Torres Novas;17 882;341 557;304 321;19 101;5 918;8 594;9 285;9 791;11 401;13 616;16 533;20 948;23 808;27 142;38 431;5 868;8 568;9 266;9 462;10 945;12 943;15 557;19 368;21 911;24 513;32 868;37,4;2,9;5,6;;;;;;;;
1420;Município;Vila Nova da Barquinha;3 671;73 603;65 896;20 050;6 460;9 175;9 611;10 422;12 287;14 944;18 385;23 225;26 330;29 738;39 952;6 449;9 157;9 416;10 021;11 674;14 063;17 180;21 386;23 975;26 633;34 664;35,9;2,9;5,4;;;;;;;;
1D3;NUTS 3;   Lezíria do Tejo;123 470;2 250 070;2 009 141;18 224;5 326;7 980;8 868;9 380;10 892;12 866;15 590;19 657;22 360;25 678;36 329;5 292;7 955;8 826;9 351;10 499;12 229;14 699;18 327;20 687;23 366;31 490;38,2;2,9;6,0;;;;;;;;
1403;Município;Almeirim;11 539;191 770;173 688;16 619;4 759;7 292;8 146;8 985;10 137;11 894;14 398;17 986;20 527;23 591;33 716;4 740;7 280;8 123;8 947;9 840;11 411;13 682;16 799;18 978;21 831;29 581;38,1;3,0;6,2;;;;;;;;
1404;Município;Alpiarça;3 688;61 985;56 071;16 807;4 946;7 333;8 266;9 022;10 205;11 992;14 194;17 486;20 019;22 939;33 765;4 941;7 282;8 240;8 989;9 902;11 475;13 657;16 539;18 765;21 471;29 878;38,2;2,9;6,0;;;;;;;;
1103;Município;Azambuja;10 883;196 632;176 890;18 068;5 530;8 325;9 199;9 683;11 281;13 228;16 001;20 015;22 656;25 845;35 642;5 507;8 291;9 155;9 415;10 842;12 529;15 035;18 591;20 946;23 566;31 247;36,8;2,8;5,7;;;;;;;;
1405;Município;Benavente;15 305;295 513;261 076;19 308;5 367;8 239;9 142;9 604;11 293;13 394;16 542;21 069;23 869;27 204;38 144;5 312;8 166;9 088;9 415;10 806;12 681;15 559;19 502;21 923;24 593;32 783;38,9;3,0;6,2;;;;;;;;
1406;Município;Cartaxo;12 485;232 591;207 693;18 630;5 266;8 213;9 118;9 649;11 443;13 650;16 658;20 756;23 359;26 605;36 550;5 238;8 173;9 067;9 415;10 946;12 923;15 590;19 095;21 406;23 987;31 832;37,5;2,9;6,1;;;;;;;;
1407;Município;Chamusca;4 422;68 055;62 786;15 390;5 680;7 765;8 588;9 241;10 333;11 595;13 513;16 462;18 626;21 223;29 124;5 674;7 759;8 573;9 207;9 978;11 163;12 979;15 567;17 555;20 106;25 884;34,1;2,6;4,6;;;;;;;;
1409;Município;Coruche;8 790;149 001;135 359;16 951;5 826;7 996;8 796;9 320;10 755;12 472;14 592;17 827;20 307;23 196;32 433;5 792;7 980;8 759;9 310;10 418;11 971;13 911;16 854;18 838;21 472;28 969;35,9;2,7;5,0;;;;;;;;
1412;Município;Golegã;2 893;51 411;46 184;17 771;5 924;8 229;9 070;9 661;10 999;12 759;15 236;19 226;21 734;24 686;35 741;5 879;8 159;9 039;9 415;10 669;12 100;14 474;18 023;20 260;22 460;31 209;36,1;2,8;5,3;;;;;;;;
1414;Município;Rio Maior;11 259;190 797;172 040;16 946;4 962;7 628;8 566;9 253;10 353;12 041;14 487;18 163;20 636;23 629;33 218;4 962;7 591;8 528;9 209;9 990;11 496;13 752;16 990;19 225;21 864;29 385;37,8;2,9;5,9;;;;;;;;
1415;Município;Salvaterra de Magos;11 316;197 533;178 151;17 456;5 077;7 837;8 711;9 310;10 783;12 760;15 303;19 088;21 602;24 569;34 685;5 035;7 791;8 675;9 310;10 406;12 146;14 490;17 807;19 916;22 521;30 465;37,5;2,9;6,1;;;;;;;;
1416;Município;Santarém;30 890;614 782;539 204;19 902;5 516;8 159;9 054;9 515;11 159;13 426;16 568;21 353;24 505;28 003;41 037;5 465;8 103;9 007;9 415;10 716;12 735;15 461;19 656;22 205;25 201;34 662;39,9;3,1;6,3;;;;;;;;
1A;NUTS 2;Grande Lisboa;1 123 637;27 168 635;22 562 762;24 179;4 875;8 100;9 199;9 800;12 000;14 943;19 107;24 989;28 772;33 786;51 230;4 807;7 999;9 126;9 443;11 407;13 941;17 415;22 183;25 094;28 791;41 237;44,3;3,6;8,6;;;;;;;;
1A0;NUTS 3;Grande Lisboa;1 123 637;27 168 635;22 562 762;24 179;4 875;8 100;9 199;9 800;12 000;14 943;19 107;24 989;28 772;33 786;51 230;4 807;7 999;9 126;9 443;11 407;13 941;17 415;22 183;25 094;28 791;41 237;44,3;3,6;8,6;;;;;;;;
1115;Município;Amadora;93 558;1 790 057;1 567 663;19 133;4 555;7 671;8 695;9 310;10 920;13 100;16 209;20 805;23 807;27 605;40 029;4 511;7 620;8 645;9 310;10 500;12 400;15 096;18 905;21 420;24 361;33 655;40,4;3,2;7,5;;;;;;;;
1105;Município;Cascais;111 537;2 987 566;2 416 514;26 785;4 920;8 147;9 269;9 913;12 424;15 831;20 553;27 261;31 657;37 443;57 388;4 826;7 998;9 188;9 533;11 738;14 609;18 539;23 765;27 067;31 201;45 325;46,1;3,9;9,4;;;;;;;;
1106;Município;Lisboa;319 248;9 284 437;7 337 921;29 082;4 562;7 980;9 108;9 875;12 586;16 292;21 502;29 070;34 421;41 151;64 864;4 469;7 836;9 000;9 482;11 837;14 896;19 021;24 702;28 468;33 284;49 594;48,3;4,2;11,1;;;;;;;;
1107;Município;Loures;106 977;2 212 634;1 918 622;20 683;5 002;8 159;9 137;9 633;11 481;13 928;17 286;22 090;25 237;29 128;43 211;4 962;8 105;9 097;9 415;10 986;13 091;16 021;20 140;22 733;25 844;35 953;40,9;3,2;7,2;;;;;;;;
1109;Município;Mafra;42 608;981 832;840 492;23 043;5 368;8 455;9 310;9 931;12 054;15 148;19 336;25 395;29 062;33 667;49 700;5 278;8 357;9 291;9 592;11 505;14 176;17 899;22 735;25 778;29 182;40 790;42,0;3,5;7,7;;;;;;;;
1116;Município;Odivelas;81 138;1 648 854;1 438 366;20 322;4 699;7 892;8 934;9 434;11 348;13 899;17 500;22 615;25 763;29 690;43 172;4 657;7 826;8 875;9 396;10 870;13 097;16 198;20 476;23 057;26 123;36 159;40,8;3,3;7,8;;;;;;;;
1110;Município;Oeiras;92 427;2 747 618;2 218 967;29 727;5 902;9 270;10 187;11 537;14 745;19 085;24 764;32 142;37 122;43 339;64 877;5 820;9 199;9 788;10 975;13 714;17 284;21 759;27 316;30 837;35 251;50 398;43,9;3,8;8,7;;;;;;;;
1111;Município;Sintra;204 247;4 019 391;3 506 826;19 679;4 753;7 980;9 019;9 500;11 263;13 473;16 684;21 277;24 227;27 800;39 905;4 700;7 959;8 978;9 415;10 800;12 721;15 448;19 392;21 932;24 780;33 833;40,3;3,1;7,2;;;;;;;;
1114;Município;Vila Franca de Xira;71 897;1 496 246;1 317 391;20 811;5 700;8 955;9 567;10 476;12 533;15 326;18 957;23 741;26 603;30 193;42 043;5 664;8 901;9 415;10 065;11 905;14 327;17 498;21 593;23 952;26 771;35 664;37,9;3,0;6,3;;;;;;;;
1B;NUTS 2;Península de Setúbal;421 263;8 859 776;7 683 608;21 031;5 062;8 255;9 242;9 820;11 890;14 472;18 133;23 091;26 235;30 164;43 526;5 022;8 190;9 206;9 493;11 331;13 596;16 739;20 913;23 384;26 474;36 354;40,4;3,2;7,2;;;;;;;;
1B0;NUTS 3;Península de Setúbal;421 263;8 859 776;7 683 608;21 031;5 062;8 255;9 242;9 820;11 890;14 472;18 133;23 091;26 235;30 164;43 526;5 022;8 190;9 206;9 493;11 331;13 596;16 739;20 913;23 384;26 474;36 354;40,4;3,2;7,2;;;;;;;;
1502;Município;Alcochete;9 310;244 407;203 873;26 252;5 810;8 909;9 505;10 505;12 826;16 216;21 000;27 539;31 412;37 594;56 484;5 710;8 862;9 416;10 102;12 165;15 168;19 265;24 168;27 606;32 030;45 781;43,9;3,6;8,0;;;;;;;;
1503;Município;Almada;94 463;2 065 126;1 767 405;21 862;4 917;8 074;9 142;9 721;11 849;14 570;18 387;23 693;27 169;31 442;46 425;4 870;7 997;9 093;9 422;11 302;13 638;16 887;21 236;23 924;27 246;37 936;41,7;3,4;7,8;;;;;;;;
1504;Município;Barreiro;42 542;841 803;740 509;19 788;5 251;8 513;9 310;9 968;11 930;14 281;17 512;21 996;24 688;28 100;39 822;5 215;8 458;9 310;9 645;11 369;13 443;16 233;19 944;22 255;24 927;33 865;38,3;2,9;6,5;;;;;;;;
1506;Município;Moita;34 275;598 431;538 554;17 460;4 816;7 953;8 947;9 425;11 026;12 980;15 558;19 489;22 102;25 026;34 699;4 795;7 916;8 915;9 394;10 608;12 277;14 585;18 094;20 169;22 608;30 310;37,2;2,9;6,3;;;;;;;;
1507;Município;Montijo;28 247;585 229;509 285;20 718;4 747;7 962;8 986;9 461;11 312;13 933;17 695;22 770;26 087;30 171;43 951;4 720;7 920;8 932;9 410;10 856;13 108;16 446;20 726;23 241;26 374;36 727;41,3;3,3;7,8;;;;;;;;
1508;Município;Palmela;34 141;731 417;634 202;21 423;5 194;8 212;9 222;9 814;11 900;14 611;18 345;23 440;26 894;30 881;44 822;5 152;8 148;9 180;9 479;11 362;13 733;16 938;21 231;23 838;27 157;37 619;40,9;3,3;7,3;;;;;;;;
1510;Município;Seixal;86 792;1 832 318;1 592 115;21 112;5 169;8 439;9 310;10 036;12 205;14 900;18 661;23 564;26 624;30 417;43 062;5 123;8 379;9 310;9 692;11 585;13 939;17 154;21 281;23 754;26 732;36 180;39,7;3,2;7,1;;;;;;;;
1511;Município;Sesimbra;27 163;568 152;497 147;20 916;5 385;8 532;9 310;10 130;12 339;15 088;18 957;23 831;26 790;30 489;42 205;5 320;8 459;9 310;9 786;11 692;14 179;17 535;21 626;24 039;26 975;35 766;38,9;3,2;6,7;;;;;;;;
1512;Município;Setúbal;64 330;1 392 893;1 200 519;21 652;5 048;8 271;9 254;9 862;11 985;14 652;18 449;23 673;27 037;31 127;45 273;5 022;8 207;9 221;9 539;11 416;13 743;17 007;21 412;23 946;27 088;37 511;41,1;3,3;7,5;;;;;;;;
1C;NUTS 2;  Alentejo;247 685;4 502 952;4 003 893;18 180;5 328;7 980;8 865;9 325;10 723;12 584;15 255;19 301;22 068;25 337;36 457;5 286;7 966;8 814;9 310;10 307;11 988;14 384;17 999;20 354;22 997;31 445;38,5;2,9;5,9;;;;;;;;
1C1;NUTS 3;   Alentejo Litoral;54 565;974 613;858 315;17 861;4 562;7 151;8 110;8 975;10 025;11 718;14 118;18 094;21 000;24 643;36 800;4 562;7 120;8 074;8 933;9 629;11 141;13 284;16 865;19 314;22 412;31 579;41,0;3,1;6,9;;;;;;;;
1501;Município;Alcácer do Sal;5 896;99 821;90 136;16 930;5 438;7 980;8 790;9 310;10 558;12 213;14 364;17 877;20 417;23 436;33 001;5 421;7 960;8 759;9 310;10 186;11 668;13 653;16 782;18 940;21 598;29 328;36,6;2,7;5,4;;;;;;;;
1505;Município;Grândola;6 845;132 366;114 064;19 338;5 178;7 841;8 709;9 310;10 539;12 503;15 053;19 053;21 682;25 205;36 267;5 119;7 790;8 650;9 310;10 211;11 870;14 247;17 696;19 796;22 719;31 206;41,0;2,9;6,1;;;;;;;;
0211;Município;Odemira;19 507;257 988;235 422;13 225;3 449;5 812;6 702;7 519;8 932;9 765;11 168;12 984;14 514;16 990;25 523;3 414;5 789;6 672;7 494;8 897;9 422;10 573;12 173;13 576;15 828;23 323;38,5;2,7;6,8;;;;;;;;
1509;Município;Santiago do Cacém;14 607;318 179;274 758;21 783;5 626;8 319;9 240;9 800;11 650;14 300;17 964;23 485;27 139;31 560;47 294;5 602;8 247;9 199;9 449;11 122;13 433;16 654;21 491;24 161;27 650;39 181;40,8;3,4;7,0;;;;;;;;
1513;Município;Sines;7 710;166 258;143 935;21 564;5 523;8 339;9 257;9 845;11 829;14 405;18 134;23 526;26 681;31 099;45 309;5 511;8 314;9 228;9 488;11 276;13 561;16 797;21 342;23 933;27 358;37 471;40,6;3,3;6,8;;;;;;;;
1C2;NUTS 3;   Baixo Alentejo;57 343;1 041 665;926 840;18 166;5 209;7 928;8 782;9 310;10 679;12 574;15 319;19 471;22 264;25 619;37 236;5 183;7 892;8 730;9 310;10 274;11 962;14 391;18 078;20 459;23 132;31 846;38,6;2,9;6,1;;;;;;;;
0201;Município;Aljustrel;4 497;86 296;76 797;19 190;6 076;8 553;9 266;9 762;11 379;13 575;16 820;21 389;24 645;28 340;39 207;6 045;8 534;9 248;9 415;10 910;12 904;15 574;19 723;22 235;25 257;33 667;36,9;3,0;5,6;;;;;;;;
0202;Município;Almodôvar;3 598;65 625;58 374;18 239;5 209;7 278;8 315;9 208;10 430;12 317;15 182;19 830;22 994;27 838;39 784;5 173;7 259;8 240;9 152;10 045;11 695;14 276;18 362;21 083;24 302;34 066;39,3;3,3;6,6;;;;;;;;
0203;Município;Alvito;1 048;18 465;16 577;17 620;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0204;Município;Barrancos;728;10 845;10 083;14 897;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0205;Município;Beja;17 115;356 147;310 234;20 809;5 593;8 534;9 288;9 846;11 669;13 990;17 601;22 852;26 060;29 911;42 785;5 562;8 475;9 255;9 498;11 126;13 192;16 306;20 807;23 243;26 418;35 890;39,8;3,1;6,5;;;;;;;;
0206;Município;Castro Verde;3 333;74 687;64 844;22 408;6 528;9 124;9 610;10 262;12 426;15 324;19 452;25 399;29 080;33 671;47 158;6 515;9 088;9 417;9 897;11 739;14 340;17 753;22 836;25 802;29 117;38 990;39,1;3,2;6,0;;;;;;;;
0207;Município;Cuba;2 252;38 922;34 950;17 283;4 680;7 463;8 523;9 140;10 274;12 068;14 682;18 178;20 674;23 848;35 496;4 625;7 449;8 493;9 120;9 866;11 632;13 930;16 999;19 139;21 993;31 194;38,9;3,0;6,7;;;;;;;;
0208;Município;Ferreira do Alentejo;3 958;61 511;55 776;15 541;4 629;7 120;7 916;8 588;9 553;11 231;13 227;16 163;18 082;20 866;29 915;4 598;7 090;7 896;8 543;9 415;10 837;12 496;15 160;16 959;19 473;26 547;37,7;2,7;5,8;;;;;;;;
0209;Município;Mértola;3 107;47 733;43 649;15 363;5 205;7 822;8 547;9 236;9 995;11 527;13 548;16 213;18 609;21 161;29 377;5 153;7 788;8 501;9 192;9 693;11 024;12 830;15 289;17 438;19 671;26 025;34,6;2,5;5,1;;;;;;;;
0210;Município;Moura;5 935;93 989;85 421;15 836;4 486;7 374;8 306;9 018;9 945;11 493;13 754;16 938;19 363;21 945;31 888;4 457;7 329;8 247;8 979;9 611;11 025;12 970;15 740;18 129;20 569;28 112;37,1;2,8;6,3;;;;;;;;
0212;Município;Ourique;2 533;40 602;36 750;16 029;4 962;7 286;8 175;9 000;9 955;11 628;13 785;17 341;19 770;22 492;32 289;4 962;7 270;8 106;8 967;9 561;11 030;13 128;16 157;18 538;20 554;27 928;37,0;2,8;5,6;;;;;;;;
0213;Município;Serpa;6 648;104 341;94 773;15 695;4 693;7 280;8 169;8 897;9 885;11 478;13 543;16 780;19 198;21 850;30 869;4 675;7 242;8 130;8 853;9 528;11 018;12 832;15 786;17 849;20 079;27 010;36,9;2,8;5,8;;;;;;;;
0214;Município;Vidigueira;2 591;42 501;38 612;16 403;5 103;7 972;8 790;9 310;10 381;11 840;14 276;17 952;19 992;22 863;32 516;5 083;7 904;8 742;9 294;10 002;11 418;13 667;16 758;18 650;21 088;28 402;36,1;2,7;5,6;;;;;;;;
1C3;NUTS 3;   Alto Alentejo;55 777;970 516;871 597;17 400;5 383;7 933;8 801;9 310;10 590;12 334;14 806;18 620;21 182;24 107;34 163;5 336;7 896;8 756;9 310;10 219;11 809;14 062;17 434;19 662;22 149;29 853;37,5;2,8;5,6;;;;;;;;
1201;Município;Alter do Chão;1 648;27 191;24 630;16 499;5 683;8 307;9 117;9 511;10 778;12 410;14 651;17 659;19 833;22 392;31 282;5 682;8 253;9 085;9 415;10 393;11 888;13 996;16 642;18 439;20 653;27 604;35,3;2,5;4,9;;;;;;;;
1202;Município;Arronches;1 506;24 388;22 306;16 194;5 493;7 853;8 660;9 310;10 563;11 911;14 497;18 113;20 699;22 727;30 837;5 468;7 853;8 611;9 279;10 180;11 436;13 694;17 025;18 867;21 274;27 467;35,5;2,7;5,0;;;;;;;;
1203;Município;Avis;2 015;31 547;28 755;15 656;5 142;7 593;8 352;9 079;10 175;11 627;13 735;16 785;18 652;21 416;29 504;5 142;7 566;8 329;9 040;9 787;11 139;13 102;15 664;17 571;20 023;26 602;35,8;2,6;5,2;;;;;;;;
1204;Município;Campo Maior;3 970;79 599;69 547;20 050;6 250;8 991;9 457;10 097;11 884;13 588;16 176;20 601;23 101;26 042;35 193;6 229;8 948;9 415;9 724;11 312;12 855;15 225;19 045;21 401;24 037;31 332;38,7;2,7;5,0;;;;;;;;
1205;Município;Castelo de Vide;1 699;29 914;26 934;17 607;5 590;8 024;8 914;9 395;10 866;12 873;15 442;19 144;21 920;24 150;33 834;5 590;8 024;8 892;9 389;10 544;12 202;14 603;17 964;19 998;22 337;29 463;36,7;2,8;5,3;;;;;;;;
1206;Município;Crato;1 702;27 263;25 014;16 018;5 648;8 218;8 968;9 381;10 499;12 056;14 494;17 821;20 187;22 860;31 290;5 486;8 156;8 960;9 351;10 111;11 557;13 816;16 753;18 868;21 274;27 530;34,2;2,6;5,0;;;;;;;;
1207;Município;Elvas;10 744;189 373;168 895;17 626;5 091;7 980;8 867;9 310;10 647;12 387;14 908;18 801;21 601;24 465;34 624;5 070;7 937;8 813;9 310;10 253;11 813;14 117;17 537;19 896;22 305;30 122;38,0;2,8;5,9;;;;;;;;
1208;Município;Fronteira;1 578;26 456;24 042;16 765;5 503;7 743;8 526;9 139;10 188;11 818;14 216;18 098;20 820;23 744;32 602;5 484;7 674;8 488;9 081;9 830;11 316;13 732;16 902;19 506;21 918;28 703;37,1;2,9;5,2;;;;;;;;
1209;Município;Gavião;1 816;28 710;26 423;15 810;6 225;8 221;8 827;9 310;10 347;11 793;14 028;16 795;18 703;21 289;29 420;6 192;8 165;8 771;9 310;10 079;11 313;13 338;15 770;17 593;20 037;26 494;33,5;2,5;4,3;;;;;;;;
1210;Município;Marvão;1 633;24 601;22 674;15 065;4 562;7 134;7 991;8 853;9 767;11 391;13 733;17 221;19 104;21 611;28 995;4 538;7 120;7 990;8 819;9 486;10 804;13 070;16 391;18 206;20 105;26 063;35,9;2,8;5,7;;;;;;;;
1211;Município;Monforte;1 399;21 735;19 801;15 536;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
1212;Município;Nisa;3 287;54 409;49 614;16 553;5 680;7 980;8 909;9 380;10 614;12 213;14 532;18 332;20 443;23 121;32 838;5 672;7 968;8 867;9 347;10 206;11 668;13 893;17 108;19 160;21 496;28 709;35,4;2,7;5,1;;;;;;;;
1213;Município;Ponte de Sor;8 309;127 589;116 161;15 355;4 512;6 909;7 845;8 602;9 703;11 132;13 027;16 114;18 359;21 085;30 388;4 507;6 880;7 824;8 589;9 415;10 826;12 481;15 145;17 219;19 675;27 008;37,6;2,9;6,0;;;;;;;;
1214;Município;Portalegre;12 150;242 854;214 696;19 988;6 102;8 684;9 310;9 892;11 553;13 875;17 187;21 965;24 826;28 312;41 197;6 049;8 639;9 310;9 552;11 088;13 189;16 163;20 140;22 548;25 484;34 629;38,1;2,9;5,7;;;;;;;;
1215;Município;Sousel;2 321;34 889;32 105;15 032;4 962;7 036;7 841;8 583;9 658;11 226;13 200;16 254;18 336;21 000;29 941;4 962;7 026;7 791;8 561;9 415;10 842;12 526;15 271;17 513;19 718;26 720;36,3;2,8;5,4;;;;;;;;
1C4;NUTS 3;   Alentejo Central;80 000;1 516 159;1 347 141;18 952;6 028;8 605;9 288;9 742;11 399;13 429;16 245;20 438;23 139;26 462;37 372;6 028;8 589;9 266;9 418;10 919;12 747;15 286;18 937;21 334;23 861;32 123;37,2;2,8;5,3;;;;;;;;
0701;Município;Alandroal;2 715;40 318;37 325;14 850;5 686;7 980;8 600;9 145;10 068;11 625;13 397;16 017;18 029;20 167;26 935;5 656;7 948;8 584;9 120;9 734;11 129;12 770;15 061;16 861;18 875;24 798;32,5;2,4;4,4;;;;;;;;
0702;Município;Arraiolos;3 504;61 452;55 700;17 538;6 363;8 645;9 260;9 627;11 200;13 072;15 434;19 196;21 785;24 767;33 288;6 328;8 601;9 242;9 415;10 777;12 400;14 638;17 979;20 334;22 574;29 439;34,6;2,6;4,7;;;;;;;;
0703;Município;Borba;3 292;54 291;49 852;16 492;6 028;8 489;9 090;9 462;10 875;12 764;14 899;17 809;20 043;22 564;31 265;6 010;8 450;9 066;9 409;10 436;12 196;14 350;16 953;18 759;21 226;27 859;34,0;2,5;4,6;;;;;;;;
0704;Município;Estremoz;6 598;119 069;106 792;18 046;6 360;8 602;9 266;9 653;11 171;12 953;15 575;19 475;22 275;25 133;34 738;6 356;8 583;9 242;9 415;10 701;12 423;14 777;18 133;20 697;23 005;30 136;35,6;2,7;4,7;;;;;;;;
0705;Município;Évora;28 712;634 165;548 344;22 087;6 349;9 064;9 620;10 465;12 537;15 281;19 157;24 332;27 544;31 452;45 678;6 254;9 009;9 415;10 058;11 886;14 239;17 659;22 067;24 540;27 596;37 408;38,9;3,1;6,0;;;;;;;;
0706;Município;Montemor-o-Novo;8 058;143 984;129 174;17 868;6 062;8 589;9 221;9 553;10 879;12 771;15 406;19 173;21 653;24 698;34 580;6 042;8 550;9 182;9 415;10 521;12 180;14 577;18 062;20 095;22 635;30 345;36,1;2,6;5,0;;;;;;;;
0707;Município;Mora;2 277;37 840;34 430;16 619;5 929;8 047;8 857;9 347;10 492;12 281;14 424;17 260;19 645;22 698;30 302;5 877;8 002;8 834;9 317;10 179;11 804;13 760;16 330;18 477;21 101;27 672;35,4;2,6;4,7;;;;;;;;
0708;Município;Mourão;1 148;18 687;17 003;16 278;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0709;Município;Portel;2 783;41 566;38 464;14 936;5 459;7 940;8 589;9 119;9 940;11 386;13 537;16 539;18 516;20 564;27 793;5 455;7 905;8 571;9 101;9 680;11 003;12 835;15 618;17 439;19 434;25 327;33,1;2,5;4,6;;;;;;;;
0710;Município;Redondo;3 293;51 383;47 156;15 604;5 683;8 196;8 883;9 304;10 178;11 624;13 376;16 243;18 158;20 870;29 105;5 654;8 158;8 845;9 288;9 782;11 100;12 796;15 374;17 062;19 338;26 396;34,4;2,4;4,7;;;;;;;;
0711;Município;Reguengos de Monsaraz;5 045;88 576;79 870;17 557;5 684;8 248;9 060;9 460;11 007;12 752;15 317;19 013;21 409;24 435;34 283;5 658;8 212;9 010;9 405;10 613;12 215;14 470;17 919;19 979;22 340;29 993;36,3;2,7;5,3;;;;;;;;
0712;Município;Vendas Novas;5 952;110 630;99 335;18 587;5 767;8 585;9 274;9 800;11 553;13 800;16 501;20 434;23 024;26 348;36 718;5 661;8 564;9 248;9 424;11 044;13 067;15 544;18 885;21 094;24 055;31 999;36,6;2,8;5,7;;;;;;;;
0713;Município;Viana do Alentejo;2 701;45 251;41 100;16 753;5 519;8 162;9 022;9 456;10 779;12 516;14 829;18 056;20 455;23 309;32 527;5 506;8 137;9 004;9 415;10 363;11 995;14 066;17 008;19 082;21 743;28 853;35,6;2,7;5,2;;;;;;;;
0714;Município;Vila Viçosa;3 922;68 947;62 596;17 580;6 280;8 797;9 310;9 800;11 341;13 196;15 440;18 977;21 635;24 268;33 117;6 280;8 759;9 310;9 425;10 862;12 632;14 812;18 030;20 480;22 522;29 100;34,6;2,6;4,6;;;;;;;;
15;NUTS 2;  Algarve;255 568;4 400 351;3 878 875;17 218;3 896;6 478;7 684;8 673;9 844;11 666;14 146;18 038;20 703;24 015;35 043;3 835;6 410;7 594;8 597;9 499;11 131;13 340;16 741;18 980;21 824;30 181;41,4;3,4;7,9;;;;;;;;
150;NUTS 3;  Algarve;255 568;4 400 351;3 878 875;17 218;3 896;6 478;7 684;8 673;9 844;11 666;14 146;18 038;20 703;24 015;35 043;3 835;6 410;7 594;8 597;9 499;11 131;13 340;16 741;18 980;21 824;30 181;41,4;3,4;7,9;;;;;;;;
