Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado por agregado fiscal (NUTS III=100);;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;Taxa de crescimento anual médio do rendimento bruto declarado deduzido do IRS liquidado por agregado fiscal (2021 - 2023);Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2022);;;Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2023);;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;25;50;75;90;10;20;25;30;40;50;60;70;75;80;90;2021;2023;P80/P20;P90/P10;;25;50;75;25;50;75;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;%;;;;;€;€;€;€;€;€;€;€;€;€;€;%;;Nº;Nº;%;;;;;;;;;;;;;;
1215;Município;Sousel;2 410;41 708;38 096;17 306;5 345;8 018;8 848;9 479;10 876;12 716;15 230;19 044;21 309;24 348;34 136;90;92;91;90;90;5 345;8 011;8 829;9 426;10 776;12 207;14 429;17 847;20 211;22 742;30 508;36,3;36,9;2,8;5,7;6,1;9,8;7,3;9,4;3,2;4,9;5,5;;;;;;;;
1C4;NUTS 3;   Alentejo Central;84 428;1 761 887;1 566 711;20 869;6 576;9 310;10 255;10 847;12 708;15 104;18 309;22 801;25 648;29 025;40 911;100;100;100;100;100;6 533;9 236;10 173;10 745;12 098;14 219;17 085;21 258;23 649;26 385;35 245;37,2;36,9;2,9;5,4;5,6;4,8;5,6;3,8;4,7;5,7;6,8;;;;;;;;
0701;Município;Alandroal;2 728;45 575;41 985;16 707;6 179;8 843;9 577;10 262;11 249;12 904;15 137;17 760;20 059;22 897;30 564;94;93;85;78;75;6 020;8 773;9 468;10 141;11 030;12 301;14 252;16 831;19 002;21 536;27 606;32,5;32,9;2,5;4,6;5,1;5,9;5,6;7,2;4,2;4,7;5,2;;;;;;;;
0702;Município;Arraiolos;3 708;73 164;66 314;19 731;7 138;9 534;10 385;10 890;12 584;14 798;18 159;22 499;25 135;27 929;37 746;109;101;98;98;92;7 040;9 443;10 277;10 794;11 969;14 043;16 816;21 274;23 382;25 658;33 189;34,6;34,1;2,7;4,7;6,4;5,3;6,3;5,8;5,6;6,6;8,7;;;;;;;;
0703;Município;Borba;3 360;62 610;57 524;18 634;6 576;9 462;10 270;10 824;12 313;14 423;17 037;20 549;22 925;25 620;35 359;100;100;95;89;86;6 576;9 379;10 194;10 730;11 879;13 856;16 343;19 386;21 554;23 995;31 195;34,0;34,1;2,6;4,7;6,6;5,3;6,2;5,7;6,7;7,0;8,7;;;;;;;;
0704;Município;Estremoz;6 791;133 805;120 250;19 703;6 664;9 214;10 130;10 718;12 319;14 513;17 381;22 192;24 703;27 917;37 756;101;99;96;96;92;6 610;9 153;10 046;10 660;11 833;13 771;16 486;20 380;23 015;25 475;32 624;35,6;35,5;2,8;4,9;5,3;5,0;4,8;3,3;3,5;5,8;7,6;;;;;;;;
0705;Município;Évora;30 403;732 520;634 155;24 094;6 837;9 901;10 698;11 600;13 968;16 912;21 072;26 507;29 851;34 220;48 960;104;104;112;116;120;6 768;9 839;10 640;11 275;13 123;15 684;19 282;24 123;26 791;29 983;40 742;38,9;38,6;3,0;6,0;5,0;5,9;4,2;3,1;6,7;5,7;5,9;;;;;;;;
0706;Município;Montemor-o-Novo;8 608;170 774;153 188;19 839;6 461;9 120;9 915;10 640;12 184;14 468;17 400;21 526;24 229;27 657;38 360;98;97;96;94;94;6 393;9 087;9 842;10 640;11 727;13 726;16 445;20 152;22 578;25 504;33 437;36,1;36,4;2,8;5,2;6,2;5,0;7,0;5,4;2,1;5,3;6,6;;;;;;;;
0707;Município;Mora;2 319;43 964;39 854;18 958;6 721;9 120;9 824;10 640;12 215;14 501;17 261;20 818;22 912;25 392;34 128;102;96;96;89;83;6 657;9 047;9 791;10 577;11 745;13 876;16 253;19 394;21 420;23 798;30 430;35,4;34,3;2,6;4,6;8,4;7,3;8,2;8,6;3,3;8,6;6,7;;;;;;;;
0708;Município;Mourão;1 282;21 716;19 962;16 939;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;3,5;-   1;   4;   7;//;//;//;;;;;;;;
0709;Município;Portel;2 963;49 601;46 054;16 740;6 455;8 769;9 428;10 183;11 285;13 078;15 501;18 966;20 986;23 459;31 466;98;92;87;82;77;6 442;8 731;9 360;10 117;11 090;12 507;14 689;17 848;19 701;21 945;28 468;33,1;32,5;2,5;4,4;6,6;5,8;7,9;5,3;3,2;5,4;7,3;;;;;;;;
0710;Município;Redondo;3 404;60 487;55 169;17 769;6 082;8 940;9 663;10 354;11 560;13 383;15 680;19 331;21 428;23 969;33 172;92;94;89;84;81;6 073;8 848;9 645;10 237;11 293;12 729;14 924;18 158;20 107;22 518;29 953;34,4;34,9;2,5;4,9;7,1;3,3;7,1;8,2;5,5;7,1;8,9;;;;;;;;
0711;Município;Reguengos de Monsaraz;5 385;103 486;93 436;19 217;6 311;9 004;9 782;10 608;12 117;14 387;17 199;21 406;24 003;26 978;37 725;96;95;95;94;92;6 263;8 957;9 704;10 535;11 655;13 628;16 276;20 005;22 306;24 712;32 883;36,3;35,9;2,8;5,3;5,6;3,6;5,4;5,4;4,0;5,8;6,0;;;;;;;;
0712;Município;Vendas Novas;6 596;130 712;117 584;19 817;5 639;8 957;9 893;10 640;12 421;14 726;17 652;21 736;24 571;27 957;39 854;86;96;98;96;97;5 553;8 899;9 878;10 640;11 872;13 846;16 563;20 217;22 694;25 467;34 774;36,6;37,1;2,9;6,3;2,9;3,5;2,5;3,4;3,2;3,4;4,0;;;;;;;;
0713;Município;Viana do Alentejo;2 863;54 766;49 840;19 129;6 815;9 357;10 257;10 882;12 519;14 695;17 198;21 416;23 891;27 126;37 341;104;100;97;93;91;6 732;9 336;10 131;10 770;11 908;13 834;16 315;20 014;22 373;24 935;33 041;35,6;34,4;2,7;4,9;7,4;7,8;7,9;10,5;4,4;6,9;6,1;;;;;;;;
0714;Município;Vila Viçosa;4 018;78 707;71 397;19 588;6 852;9 539;10 365;10 945;12 766;14 996;17 768;21 678;24 227;27 255;36 704;104;101;99;94;90;6 806;9 489;10 315;10 805;12 170;14 143;16 751;20 474;22 806;25 191;32 069;34,6;34,3;2,7;4,7;5,8;5,6;5,7;3,3;4,9;5,9;7,8;;;;;;;;
15;NUTS 2;  Algarve;288 333;5 489 196;4 830 264;19 038;4 500;7 406;8 635;9 614;11 080;13 109;15 834;20 073;22 816;26 273;38 147;;;;;;4 417;7 318;8 545;9 502;10 885;12 370;14 778;18 473;21 038;23 859;32 750;41,4;40,6;3,3;7,4;5,4;7,9;6,0;5,7;4,3;4,8;4,9;;;;;;;;
150;NUTS 3;  Algarve;288 333;5 489 196;4 830 264;19 038;4 500;7 406;8 635;9 614;11 080;13 109;15 834;20 073;22 816;26 273;38 147;100;100;100;100;100;4 417;7 318;8 545;9 502;10 885;12 370;14 778;18 473;21 038;23 859;32 750;41,4;40,6;3,3;7,4;5,4;7,9;6,0;5,7;4,3;4,8;4,9;;;;;;;;
0801;Município;Albufeira;32 060;560 933;497 968;17 496;4 244;6 841;7 875;8 858;10 586;12 053;14 389;18 033;20 520;23 635;34 333;94;91;92;90;90;4 150;6 770;7 794;8 768;10 464;11 572;13 472;16 688;18 922;21 746;30 083;42,4;40,8;3,2;7,2;7,3;17,7;8,4;6,7;6,0;6,3;5,0;;;;;;;;
0802;Município;Alcoutim;1 358;23 414;21 566;17 242;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;8,2;   4;   6;   4;//;//;//;;;;;;;;
0803;Município;Aljezur;3 473;56 365;50 436;16 229;3 049;5 874;7 123;8 261;10 132;11 273;13 492;16 698;19 168;22 637;32 190;68;82;86;84;84;3 019;5 808;7 033;8 192;10 007;11 027;12 707;15 594;17 793;20 814;28 643;41,3;42,0;3,6;9,5;4,3;3,7;4,6;2,7;-5,7;3,9;-0,3;;;;;;;;
0804;Município;Castro Marim;3 801;69 677;62 589;18 331;5 066;7 511;8 692;9 752;11 127;12 842;15 574;20 151;22 927;25 807;36 203;113;101;98;100;95;5 016;7 484;8 611;9 654;10 939;12 211;14 724;18 614;21 404;23 864;31 829;38,8;39,0;3,2;6,3;6,2;8,6;7,8;5,0;3,2;4,5;8,2;;;;;;;;
0805;Município;Faro;42 156;931 715;796 293;22 102;4 779;7 954;9 214;10 373;12 030;14 553;18 212;23 527;26 960;31 296;46 729;106;107;111;118;122;4 697;7 815;9 120;10 218;11 542;13 545;16 705;21 320;24 042;27 405;38 427;42,4;42,1;3,5;8,2;4,4;4,5;4,2;2,9;3,8;4,5;4,6;;;;;;;;
0806;Município;Lagoa;13 881;268 749;236 377;19 361;4 934;7 854;8 950;9 862;11 228;13 286;15 996;20 171;22 819;26 305;37 874;110;104;101;100;99;4 813;7 734;8 832;9 744;10 991;12 586;14 968;18 591;21 230;23 966;32 746;41,2;40,3;3,1;6,8;7,1;15,1;8,5;9,1;4,6;5,8;4,5;;;;;;;;
0807;Município;Lagos;19 676;368 780;324 772;18 743;4 457;7 482;8 723;9 612;11 021;12 866;15 375;19 473;22 274;25 583;37 346;99;101;98;98;98;4 323;7 357;8 604;9 500;10 826;12 177;14 404;17 983;20 516;23 433;32 061;41,9;40,6;3,2;7,4;6,1;8,9;6,4;6,6;7,3;5,9;5,1;;;;;;;;
0808;Município;Loulé;46 608;905 771;790 158;19 434;4 326;7 355;8 588;9 619;11 159;13 236;15 886;19 842;22 467;25 772;37 449;96;99;101;98;98;4 253;7 239;8 475;9 490;10 927;12 462;14 812;18 240;20 719;23 486;32 323;42,8;41,8;3,2;7,6;5,9;9,4;6,7;6,4;4,2;5,2;4,3;;;;;;;;
0809;Município;Monchique;2 634;43 445;39 718;16 494;4 583;7 799;8 879;9 710;10 830;12 523;14 687;18 026;20 417;22 960;31 043;102;103;96;89;81;4 563;7 759;8 788;9 621;10 724;11 928;13 951;16 746;19 032;21 611;28 086;37,3;36,6;2,8;6,2;6,3;5,9;5,6;5,4;5,5;7,0;9,0;;;;;;;;
0810;Município;Olhão;24 264;454 376;405 419;18 726;4 923;7 937;9 111;10 097;11 354;13 422;16 057;20 400;23 221;26 620;37 590;109;106;102;102;99;4 865;7 892;9 033;10 022;11 116;12 668;15 037;18 716;21 409;24 280;32 597;39,3;38,6;3,1;6,7;5,7;6,1;5,3;4,6;4,7;6,1;6,4;;;;;;;;
0811;Município;Portimão;38 723;723 270;639 186;18 678;4 428;7 307;8 527;9 451;10 940;13 011;15 675;19 825;22 616;26 131;37 902;98;99;99;99;99;4 351;7 239;8 446;9 369;10 805;12 275;14 685;18 274;20 818;23 706;32 451;41,0;40,3;3,3;7,5;4,8;6,8;5,1;5,5;4,4;4,4;4,0;;;;;;;;
0812;Município;São Brás de Alportel;6 115;123 947;108 833;20 269;4 700;7 796;9 202;10 393;11 910;14 250;17 760;22 296;25 000;28 655;41 703;104;107;109;110;109;4 594;7 675;9 084;10 189;11 422;13 463;16 430;20 411;22 854;25 733;35 659;40,8;40,1;3,4;7,8;6,4;3,8;6,1;4,5;6,4;6,7;5,2;;;;;;;;
0813;Município;Silves;22 899;410 094;368 043;17 909;4 669;7 512;8 693;9 612;11 073;12 984;15 698;19 683;22 217;25 191;35 451;104;101;99;97;93;4 583;7 448;8 613;9 517;10 908;12 301;14 656;18 215;20 546;23 079;31 142;38,7;38,3;3,1;6,8;5,4;7,0;6,0;6,3;4,0;4,9;5,6;;;;;;;;
0814;Município;Tavira;16 219;295 018;261 083;18 190;4 154;6 921;8 100;9 077;10 640;12 269;15 015;19 235;22 047;25 436;37 266;92;94;94;97;98;4 081;6 842;8 005;8 969;10 640;11 762;14 057;17 836;20 382;23 268;32 093;41,4;41,1;3,4;7,9;4,1;2,0;5,0;4,8;2,6;3,3;3,3;;;;;;;;
0815;Município;Vila do Bispo;3 389;58 217;51 963;17 178;4 244;6 891;8 038;9 120;10 668;12 271;14 501;17 886;20 499;22 992;32 101;94;93;94;90;84;4 110;6 789;7 892;9 033;10 640;11 636;13 539;16 572;18 625;21 366;28 969;40,4;40,0;3,1;7,0;5,0;7,8;5,2;5,2;2,9;4,9;2,5;;;;;;;;
0816;Município;Vila Real de Santo António;11 077;195 424;175 863;17 642;4 400;7 431;8 690;9 668;11 020;12 877;15 427;19 521;22 186;25 071;35 055;98;101;98;97;92;4 308;7 352;8 616;9 568;10 872;12 260;14 490;18 190;20 607;23 169;30 697;38,9;38,3;3,2;7,1;5,8;7,7;6,4;5,5;2,4;5,3;4,6;;;;;;;;
2;NUTS 1; R. A. Açores;124 039;2 697 179;2 470 992;21 745;5 747;8 760;9 964;10 978;12 284;14 508;18 024;23 142;26 146;29 880;44 452;;;;;;5 747;8 714;9 918;10 914;12 003;14 009;17 253;22 129;24 830;28 045;39 956;41,8;41,5;3,2;7,0;7,2;8,4;7,0;5,5;6,8;7,4;7,1;;;;;;;;
20;NUTS 2; R. A. Açores;124 039;2 697 179;2 470 992;21 745;5 747;8 760;9 964;10 978;12 284;14 508;18 024;23 142;26 146;29 880;44 452;;;;;;5 747;8 714;9 918;10 914;12 003;14 009;17 253;22 129;24 830;28 045;39 956;41,8;41,5;3,2;7,0;7,2;8,4;7,0;5,5;6,8;7,4;7,1;;;;;;;;
200;NUTS 3; R. A. Açores;124 039;2 697 179;2 470 992;21 745;5 747;8 760;9 964;10 978;12 284;14 508;18 024;23 142;26 146;29 880;44 452;100;100;100;100;100;5 747;8 714;9 918;10 914;12 003;14 009;17 253;22 129;24 830;28 045;39 956;41,8;41,5;3,2;7,0;7,2;8,4;7,0;5,5;6,8;7,4;7,1;;;;;;;;
4101;Município;Vila do Porto;2 910;77 423;68 499;26 606;5 912;8 857;10 219;11 079;12 483;15 201;19 605;24 930;27 726;32 342;50 904;103;103;105;106;115;5 852;8 854;10 185;11 016;12 177;14 647;18 539;23 821;26 176;29 692;45 666;46,1;47,7;3,4;7,8;7,2;9,6;7,3;5,9;10,4;7,1;6,3;;;;;;;;
4201;Município;Lagoa (R.A.A.);7 045;143 901;132 196;20 426;5 054;7 907;9 019;10 187;11 553;13 168;16 211;21 078;24 235;27 626;40 809;88;91;91;93;92;5 030;7 849;8 994;10 147;11 435;12 766;15 614;20 236;23 174;26 246;36 690;42,5;42,9;3,3;7,3;7,8;7,3;8,0;7,3;8,3;7,5;7,8;;;;;;;;
4202;Município;Nordeste;2 249;36 773;34 639;16 351;3 912;7 474;8 241;9 195;11 017;12 218;14 047;17 102;19 753;22 779;32 315;68;83;84;76;73;3 886;7 421;8 182;9 145;10 934;11 966;13 708;16 521;18 978;22 095;30 185;37,4;39,0;3,0;7,8;8,6;1,8;6,6;4,6;12,4;10,6;12,0;;;;;;;;
4203;Município;Ponta Delgada;36 853;910 628;821 193;24 710;6 361;9 479;10 748;11 422;13 214;16 137;20 369;26 202;29 626;34 548;51 372;111;108;111;113;116;6 320;9 424;10 694;11 290;12 775;15 420;19 436;24 730;27 625;31 492;45 251;42,9;42,5;3,3;7,2;6,1;7,6;6,2;5,6;6,5;6,0;6,3;;;;;;;;
4204;Município;Povoação;2 792;46 650;43 763;16 709;3 597;6 716;7 705;8 557;10 706;11 895;13 776;17 523;20 514;23 504;34 023;63;77;82;78;77;3 571;6 680;7 697;8 542;10 670;11 665;13 421;16 984;19 736;22 855;31 327;38,9;41,7;3,4;8,8;8,2;8,5;9,2;12,6;6,4;7,2;8,4;;;;;;;;
4205;Município;Ribeira Grande;14 364;275 211;257 036;19 160;5 218;7 973;9 191;10 285;11 623;13 342;16 144;20 743;23 509;26 382;37 545;91;92;92;90;84;5 186;7 954;9 149;10 246;11 473;12 948;15 610;19 958;22 741;25 296;34 660;40,8;40,3;3,2;6,7;7,9;9,3;7,2;7,0;6,4;8,6;7,8;;;;;;;;
4206;Município;Vila Franca do Campo;4 877;84 247;78 788;17 274;4 394;7 505;8 308;9 424;11 040;11 936;14 008;17 847;20 307;23 801;34 778;76;83;82;78;78;4 366;7 489;8 288;9 395;10 985;11 751;13 623;16 982;19 536;22 643;32 357;41,1;40,5;3,0;7,4;7,2;6,3;7,1;7,0;10,9;7,3;7,3;;;;;;;;
4301;Município;Angra do Heroísmo;18 441;410 356;375 676;22 252;6 189;9 189;10 273;11 140;12 563;15 027;18 517;23 948;27 202;31 460;46 230;108;103;104;104;104;6 127;9 150;10 231;11 051;12 213;14 467;17 720;22 765;25 686;29 158;41 160;41,5;40,8;3,2;6,7;6,4;7,3;5,8;5,0;5,7;7,1;6,5;;;;;;;;
4302;Município;Vila da Praia da Vitória;10 252;217 683;201 449;21 233;6 211;9 626;10 721;11 244;12 769;15 174;18 596;23 407;26 000;29 421;42 825;108;108;105;99;96;6 194;9 602;10 672;11 172;12 393;14 649;17 708;22 408;24 774;27 824;38 756;38,7;38,6;2,9;6,3;7,2;6,6;6,9;5,6;7,3;7,5;6,9;;;;;;;;
4401;Município;Santa Cruz da Graciosa;2 079;40 289;37 508;19 379;5 500;8 352;9 380;10 250;11 676;13 471;16 199;20 650;23 870;27 606;39 806;96;94;93;91;90;5 487;8 343;9 359;10 217;11 511;13 078;15 679;19 716;22 898;25 986;35 958;40,0;39,8;3,1;6,6;6,5;7,2;6,5;5,2;6,3;6,6;8,7;;;;;;;;
4501;Município;Calheta (R.A.A.);1 823;31 059;29 312;17 037;4 807;7 678;8 715;9 697;11 462;13 107;15 508;18 951;21 320;23 749;32 529;84;87;90;82;73;4 774;7 610;8 698;9 576;11 355;12 647;15 062;18 071;20 449;23 016;30 291;37,5;37,5;3,0;6,3;6,6;7,0;4,0;5,4;6,4;9,2;5,2;;;;;;;;
4502;Município;Velas;2 670;50 983;47 542;19 095;5 395;8 397;9 405;10 404;11 699;13 621;16 641;20 939;23 337;26 292;38 792;94;94;94;89;87;5 347;8 353;9 307;10 371;11 536;13 113;15 946;20 033;22 373;24 993;35 515;39,7;39,6;3,0;6,6;6,4;7,5;8,1;6,1;3,7;4,8;5,8;;;;;;;;
4601;Município;Lajes do Pico;2 262;42 979;40 154;19 000;6 160;8 974;9 909;10 807;12 062;13 840;16 413;20 270;23 010;25 837;36 020;107;99;95;88;81;6 091;8 910;9 848;10 792;11 827;13 445;15 770;19 378;22 143;24 895;33 409;37,9;37,2;2,8;5,5;6,8;6,3;6,4;6,1;7,5;7,3;6,4;;;;;;;;
4602;Município;Madalena;3 500;69 222;64 573;19 778;6 106;9 045;10 006;10 974;12 274;14 380;17 294;21 655;24 398;27 275;38 795;106;100;99;93;87;6 073;8 998;9 983;10 931;11 989;13 861;16 819;20 941;23 495;26 007;35 117;38,7;38,0;2,9;5,8;6,6;7,5;5,0;7,2;6,2;8,3;8,4;;;;;;;;
4603;Município;São Roque do Pico;1 828;37 446;34 387;20 485;5 684;8 556;9 666;10 459;11 924;13 812;16 741;21 156;24 011;27 979;43 167;99;97;95;92;97;5 602;8 458;9 633;10 440;11 714;13 369;16 071;20 173;22 992;26 535;38 802;41,0;40,8;3,1;6,9;9,1;14,5;9,6;6,8;6,8;8,7;7,7;;;;;;;;
4701;Município;Horta;7 950;178 661;163 972;22 473;6 080;9 308;10 545;11 205;12 896;15 519;19 205;24 466;27 568;31 673;45 990;106;106;107;105;103;6 046;9 235;10 478;11 152;12 412;14 972;18 274;23 230;25 935;29 601;41 336;41,0;40,8;3,2;6,8;6,6;8,1;6,2;4,8;5,2;7,0;6,7;;;;;;;;
4801;Município;Lajes das Flores;759;14 733;13 593;19 411;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,3;   9;   7;   8;//;//;//;;;;;;;;
4802;Município;Santa Cruz das Flores;1 145;23 444;21 700;20 475;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,1;   7;   8;   12;//;//;//;;;;;;;;
4901;Município;Corvo;240;5 492;5 012;22 882;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;10,9;   15;   12;   12;//;//;//;;;;;;;;
3;NUTS 1; R. A. Madeira;131 058;2 783 262;2 526 115;21 237;5 479;8 718;9 711;10 738;12 124;14 346;17 611;22 629;25 822;29 683;44 147;;;;;;5 440;8 679;9 654;10 669;11 878;13 848;16 897;21 652;24 399;27 612;39 043;41,6;40,8;3,2;7,2;6,5;6,7;5,8;3,9;5,2;7,2;7,3;;;;;;;;
30;NUTS 2; R. A. Madeira;131 058;2 783 262;2 526 115;21 237;5 479;8 718;9 711;10 738;12 124;14 346;17 611;22 629;25 822;29 683;44 147;;;;;;5 440;8 679;9 654;10 669;11 878;13 848;16 897;21 652;24 399;27 612;39 043;41,6;40,8;3,2;7,2;6,5;6,7;5,8;3,9;5,2;7,2;7,3;;;;;;;;
300;NUTS 3; R. A. Madeira;131 058;2 783 262;2 526 115;21 237;5 479;8 718;9 711;10 738;12 124;14 346;17 611;22 629;25 822;29 683;44 147;100;100;100;100;100;5 440;8 679;9 654;10 669;11 878;13 848;16 897;21 652;24 399;27 612;39 043;41,6;40,8;3,2;7,2;6,5;6,7;5,8;3,9;5,2;7,2;7,3;;;;;;;;
3101;Município;Calheta (R.A.M.);4 995;89 360;82 079;17 890;3 810;6 887;8 218;9 153;10 919;12 300;14 560;18 764;21 281;24 868;36 591;70;85;86;82;83;3 755;6 770;8 107;9 057;10 789;12 023;14 132;17 960;20 286;23 542;33 355;42,3;42,0;3,5;8,9;6,7;11,1;6,2;8,2;5,4;7,2;4,0;;;;;;;;
3102;Município;Câmara de Lobos;15 287;254 248;240 399;16 632;5 253;8 198;9 214;9 987;11 200;12 564;14 514;17 570;20 008;22 934;31 309;96;95;88;77;71;5 231;8 173;9 195;9 938;11 118;12 225;14 072;16 955;19 233;22 194;29 436;36,8;36,2;2,7;5,6;7,5;10,7;6,8;9,7;6,0;8,2;7,8;;;;;;;;
3103;Município;Funchal;59 324;1 407 434;1 250 756;23 725;5 728;9 009;10 098;10 990;12 698;15 321;19 185;24 945;28 695;33 327;49 881;105;104;107;111;113;5 679;8 957;10 043;10 990;12 321;14 746;18 259;23 518;26 540;30 319;43 305;42,9;42,4;3,4;7,6;5,7;6,3;5,1;3,5;4,5;6,2;6,7;;;;;;;;
3104;Município;Machico;10 021;184 621;172 911;18 423;5 561;8 709;9 534;10 405;11 730;13 708;16 203;20 368;22 867;26 002;36 761;101;98;96;89;83;5 506;8 659;9 488;10 362;11 557;13 327;15 763;19 455;22 066;24 586;33 361;38,2;37,1;2,8;6,1;7,4;7,3;6,3;6,0;5,2;8,5;8,2;;;;;;;;
3105;Município;Ponta do Sol;3 878;67 026;62 511;17 284;4 120;7 184;8 574;9 347;10 990;12 356;14 564;18 337;20 993;24 213;34 657;75;88;86;81;79;4 039;7 166;8 483;9 298;10 955;12 130;14 170;17 475;20 161;23 041;32 019;40,9;40,4;3,2;7,9;6,7;10,9;5,1;7,2;9,2;8,3;6,3;;;;;;;;
3106;Município;Porto Moniz;1 279;22 079;20 522;17 263;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,9;   12;   7;   8;//;//;//;;;;;;;;
3107;Município;Ribeira Brava;5 908;103 178;96 599;17 464;5 106;8 163;9 113;9 886;11 192;12 857;15 235;18 908;21 408;24 342;34 298;93;94;90;83;78;5 074;8 075;9 075;9 843;11 117;12 475;14 686;18 022;20 473;23 275;31 720;37,8;37,6;2,9;6,3;6,2;7,1;6,3;6,3;4,1;6,0;7,3;;;;;;;;
3108;Município;Santa Cruz;21 446;478 037;438 270;22 290;6 067;9 393;10 616;11 270;13 242;16 096;20 253;25 757;28 881;32 426;45 401;111;109;112;112;103;6 011;9 357;10 561;11 192;12 861;15 500;19 329;24 299;27 010;29 983;40 744;39,9;38,8;3,2;6,8;7,5;7,6;6,3;5,4;7,3;8,8;8,0;;;;;;;;
3109;Município;Santana;3 159;53 620;50 498;16 974;5 440;8 120;8 907;9 695;11 105;12 440;14 576;18 119;20 805;23 640;33 311;99;92;87;81;75;5 440;8 078;8 875;9 658;11 065;12 163;14 075;17 431;19 740;22 653;30 839;37,1;36,7;2,8;5,7;7,2;8,6;7,1;8,5;4,8;7,2;7,5;;;;;;;;
3110;Município;São Vicente;2 279;38 180;35 690;16 753;4 605;7 541;8 740;9 420;10 990;12 162;14 272;17 610;20 258;23 510;33 558;84;90;85;78;76;4 599;7 488;8 699;9 320;10 963;11 903;13 808;17 137;19 434;22 365;30 459;39,6;38,4;3,0;6,6;6,5;11,1;4,9;5,7;5,8;8,1;4,8;;;;;;;;
3201;Município;Porto Santo;3 482;85 478;75 879;24 548;6 516;9 662;10 900;11 698;13 954;16 766;20 613;26 770;30 199;34 912;50 114;119;112;117;117;114;6 457;9 569;10 788;11 476;13 348;15 921;19 625;25 052;28 104;31 324;43 909;40,7;40,5;3,3;6,8;6,8;7,2;3,2;5,0;6,8;10,5;7,6;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sinal convencional //: Dado não aplicável. Número de sujeitos passivos inferior a 2 000.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
